cps,sps,sm,md,lr,mi,cv_wape
0.05,1.0,multiplicative,3,0.1,50,0.2989869888539506
0.5,10.0,multiplicative,5,0.2,100,0.29905022617828814
0.3,10.0,additive,3,0.2,100,0.29930380103320153
0.5,1.0,multiplicative,3,0.1,100,0.299324533365704
0.5,10.0,multiplicative,7,0.1,200,0.29932565707543
0.3,0.1,multiplicative,3,0.1,50,0.29939657514929857
0.5,0.1,multiplicative,5,0.2,100,0.2995750589078926
0.3,1.0,multiplicative,5,0.2,100,0.2996154654175586
0.3,1.0,multiplicative,5,0.1,200,0.29969961836883385
0.5,0.1,additive,5,0.1,100,0.29978287967993866
0.5,10.0,additive,3,0.1,50,0.2997916382918591
0.5,10.0,multiplicative,7,0.2,50,0.29983918666850673
0.3,1.0,additive,3,0.1,50,0.30006218404899554
0.3,0.1,multiplicative,3,0.2,100,0.3002069808968832
0.5,0.1,multiplicative,7,0.1,200,0.30056283082864077
0.5,1.0,additive,3,0.2,100,0.3005720700765581
0.5,10.0,multiplicative,3,0.2,100,0.30067173983302187
0.3,10.0,additive,3,0.1,50,0.30089248079352815
0.5,10.0,multiplicative,3,0.1,50,0.3009772817030434
0.5,0.1,multiplicative,7,0.1,50,0.3009869012885323
0.5,10.0,multiplicative,3,0.1,100,0.3011844002478221
0.3,10.0,multiplicative,3,0.1,50,0.30138215098849835
0.5,1.0,multiplicative,3,0.1,200,0.3016666160761089
0.3,1.0,additive,3,0.2,100,0.301691785347022
0.5,10.0,multiplicative,7,0.2,100,0.30181268181405474
0.3,1.0,multiplicative,3,0.2,50,0.30219893988572993
0.5,1.0,additive,5,0.2,100,0.302568394359778
0.3,10.0,multiplicative,3,0.2,50,0.30263266708511105
0.5,1.0,multiplicative,3,0.2,200,0.30286431541747993
0.3,0.1,multiplicative,3,0.1,200,0.3031306560194402
0.05,10.0,multiplicative,3,0.2,200,0.30318440303240857
0.5,1.0,multiplicative,7,0.2,200,0.3036800327796003
0.5,0.1,multiplicative,7,0.2,200,0.303783922842767
0.5,0.1,multiplicative,3,0.2,100,0.30423794545765465
0.5,1.0,multiplicative,3,0.2,100,0.3044180211352254
0.5,0.1,multiplicative,3,0.1,50,0.30461848407832487
0.1,0.1,multiplicative,3,0.1,50,0.30502810165246613
0.5,1.0,multiplicative,5,0.1,50,0.30518263705610865
0.1,10.0,multiplicative,7,0.01,200,0.3052989732463608
0.5,1.0,multiplicative,3,0.1,50,0.3054044934683515
0.5,1.0,additive,3,0.1,50,0.30564104231894124
0.5,1.0,multiplicative,7,0.1,100,0.30564926237579043
0.5,1.0,multiplicative,5,0.1,100,0.3058005630561995
0.5,10.0,additive,5,0.2,50,0.305814553509674
0.3,10.0,multiplicative,3,0.1,100,0.3059971461952878
0.5,1.0,multiplicative,5,0.2,50,0.30607088018317674
0.3,0.1,multiplicative,5,0.1,50,0.3062032842653772
0.5,0.1,multiplicative,3,0.1,200,0.30681658975378523
0.5,10.0,multiplicative,5,0.1,200,0.3072036857503313
0.5,10.0,multiplicative,3,0.2,50,0.30752230972706196
0.1,0.1,multiplicative,5,0.01,200,0.30776810555966516
0.5,0.1,multiplicative,3,0.2,50,0.3080489475155708
0.5,0.1,additive,3,0.2,50,0.3080708164205469
0.5,1.0,additive,5,0.2,200,0.30826177340292615
0.05,1.0,multiplicative,7,0.01,200,0.3083610636654289
0.5,1.0,additive,5,0.1,50,0.3084522339107752
0.5,1.0,additive,3,0.2,200,0.3085551904244921
0.5,1.0,multiplicative,5,0.2,100,0.30894283681168794
0.3,1.0,multiplicative,3,0.1,100,0.3090326355406442
0.05,1.0,multiplicative,5,0.01,200,0.30913439298145523
0.05,10.0,multiplicative,5,0.01,200,0.30960169942977556
0.5,10.0,multiplicative,5,0.2,200,0.3097795746034695
0.1,10.0,multiplicative,5,0.01,200,0.3103440898559967
0.3,10.0,additive,7,0.01,200,0.3106638616798081
0.3,0.1,multiplicative,3,0.2,200,0.31076184085827946
0.5,10.0,multiplicative,3,0.2,200,0.3109291541085515
0.5,1.0,additive,5,0.1,200,0.31093368371533214
0.3,1.0,multiplicative,7,0.1,200,0.3111379475224889
0.05,1.0,additive,5,0.01,200,0.31118130466250105
0.1,10.0,additive,5,0.01,200,0.31123992799670885
0.05,0.1,additive,7,0.01,200,0.3114935964426696
0.5,1.0,multiplicative,3,0.2,50,0.3116013007213873
0.05,0.1,multiplicative,7,0.01,200,0.31169482977253204
0.5,10.0,multiplicative,5,0.01,200,0.31186693487655415
0.1,1.0,multiplicative,7,0.01,200,0.3119416392951967
0.3,1.0,additive,5,0.2,50,0.31252563553401846
0.5,0.1,additive,5,0.01,200,0.3127602361249234
0.3,1.0,multiplicative,3,0.2,100,0.31312930249945276
0.05,0.1,additive,5,0.01,200,0.3132632572226688
0.3,1.0,additive,5,0.01,200,0.31353501782862825
0.1,0.1,multiplicative,7,0.01,200,0.3138463188905989
0.3,1.0,additive,7,0.01,200,0.3138919363311522
0.01,10.0,multiplicative,5,0.01,200,0.3139953197745423
0.1,0.1,additive,5,0.01,200,0.3142166604051617
0.05,10.0,additive,5,0.01,200,0.31444378214818813
0.01,1.0,multiplicative,5,0.01,200,0.31450120183854013
0.3,0.1,multiplicative,7,0.01,200,0.31460766239724647
0.5,1.0,multiplicative,7,0.01,200,0.3147084654888276
0.3,10.0,multiplicative,7,0.01,200,0.31486521719097393
0.1,1.0,multiplicative,5,0.01,200,0.31499118260572223
0.3,0.1,additive,7,0.01,200,0.31531145651466064
0.05,0.1,multiplicative,5,0.01,200,0.31537408141378787
0.05,1.0,additive,7,0.01,200,0.31539945051155865
0.5,10.0,additive,7,0.01,200,0.31572114228371717
0.01,10.0,multiplicative,7,0.01,200,0.31587767655272453
0.05,10.0,additive,7,0.01,200,0.3160207844145803
0.3,0.1,multiplicative,5,0.01,200,0.31620418552737994
0.1,1.0,additive,7,0.01,200,0.31645758021812387
0.01,1.0,additive,5,0.01,200,0.31667586765789146
0.01,0.1,multiplicative,7,0.01,200,0.3168607981441308
0.1,1.0,additive,5,0.01,200,0.3169198644616702
0.1,10.0,additive,7,0.01,200,0.3169601254325505
0.01,1.0,additive,7,0.01,200,0.31725577804704896
0.01,10.0,additive,5,0.01,200,0.31730669653113863
0.01,0.1,additive,5,0.01,200,0.3175625251296817
0.05,10.0,multiplicative,7,0.01,200,0.3179746401826433
0.5,10.0,additive,5,0.01,200,0.318040555326998
0.3,10.0,additive,5,0.01,200,0.3181244711901774
0.3,10.0,multiplicative,5,0.01,200,0.3182820646487622
0.5,0.1,additive,7,0.01,200,0.318759427936456
0.3,1.0,multiplicative,3,0.2,200,0.3191704902194783
0.01,10.0,additive,7,0.01,200,0.31933739263914496
0.3,1.0,multiplicative,7,0.01,200,0.3203628420381734
0.5,1.0,additive,5,0.01,200,0.32070943977322197
0.01,0.1,additive,7,0.01,200,0.32084941125752253
0.5,10.0,multiplicative,7,0.01,200,0.32086751211845477
0.1,0.1,additive,7,0.01,200,0.32253856721331775
0.5,0.1,multiplicative,5,0.01,200,0.3240119783731268
0.3,0.1,additive,5,0.01,200,0.32413854044868023
0.5,0.1,multiplicative,7,0.01,200,0.3247410036216205
0.01,0.1,multiplicative,5,0.01,200,0.3266467008232604
0.3,1.0,multiplicative,5,0.01,200,0.3270901821994296
0.01,1.0,multiplicative,7,0.01,200,0.3287239975895088
0.5,1.0,additive,7,0.01,200,0.33091937797267457
0.5,1.0,multiplicative,5,0.01,200,0.33254342120062974
0.01,1.0,additive,3,0.01,200,0.34256842881091143
0.01,0.1,additive,3,0.01,200,0.34289417786091936
0.1,1.0,additive,3,0.01,200,0.34291457423636235
0.01,10.0,additive,3,0.01,200,0.34297932433464745
0.3,1.0,additive,3,0.01,200,0.34299563533362665
0.3,10.0,additive,3,0.01,200,0.34344685399125163
0.05,1.0,additive,3,0.01,200,0.34363244046493574
0.1,0.1,additive,3,0.01,200,0.3438162048095629
0.5,10.0,additive,3,0.01,200,0.3443156366787157
0.3,0.1,additive,3,0.01,200,0.3449257905258156
0.05,0.1,additive,3,0.01,200,0.345287595880601
0.5,1.0,additive,3,0.01,200,0.3454100459151898
0.05,10.0,additive,3,0.01,200,0.34620877513737486
0.05,10.0,multiplicative,3,0.01,200,0.34681183695567586
0.1,10.0,additive,3,0.01,200,0.34744629221881057
0.05,1.0,multiplicative,3,0.01,200,0.34867988818524265
0.1,1.0,multiplicative,3,0.01,200,0.3487779176772282
0.5,0.1,additive,3,0.01,200,0.3488293339604357
0.05,0.1,multiplicative,3,0.01,200,0.3495018089876847
0.01,1.0,multiplicative,3,0.01,200,0.349868796892577
0.01,10.0,multiplicative,3,0.01,200,0.3499137953108068
0.3,0.1,multiplicative,3,0.01,200,0.3500277137338336
0.01,0.1,multiplicative,3,0.01,200,0.35057063182823894
0.3,10.0,multiplicative,3,0.01,200,0.35072207052817345
0.5,10.0,multiplicative,3,0.01,200,0.3514363003315978
0.1,10.0,multiplicative,3,0.01,200,0.35207099677530407
0.5,0.1,multiplicative,3,0.01,200,0.3522481625229721
0.1,0.1,multiplicative,3,0.01,200,0.3532152688743366
0.5,1.0,multiplicative,3,0.01,200,0.3535221117065751
0.3,1.0,multiplicative,3,0.01,200,0.3551044184856509
0.5,0.1,additive,7,0.01,100,0.4685361773111136
0.05,0.1,multiplicative,5,0.01,100,0.4716763932065177
0.3,0.1,additive,5,0.01,100,0.4721899830304425
0.05,10.0,multiplicative,5,0.01,100,0.47305804187643136
0.1,0.1,multiplicative,5,0.01,100,0.47323775094826326
0.1,1.0,additive,5,0.01,100,0.4757483640180635
0.05,1.0,multiplicative,7,0.01,100,0.4758006526118763
0.1,10.0,additive,5,0.01,100,0.4760356606144768
0.3,0.1,additive,7,0.01,100,0.47633674756348776
0.1,0.1,additive,7,0.01,100,0.4764354078977153
0.5,10.0,multiplicative,7,0.01,100,0.47655817263581224
0.05,0.1,multiplicative,7,0.01,100,0.47675047880772614
0.1,1.0,additive,7,0.01,100,0.4768024858723945
0.1,1.0,multiplicative,5,0.01,100,0.476811486095511
0.1,10.0,additive,7,0.01,100,0.4770555668870252
0.05,1.0,additive,5,0.01,100,0.4771685869661112
0.5,10.0,additive,7,0.01,100,0.47732961702856047
0.5,10.0,additive,5,0.01,100,0.4773722204361427
0.3,1.0,additive,5,0.01,100,0.47747500988895253
0.3,10.0,multiplicative,7,0.01,100,0.4775990899282663
0.3,1.0,multiplicative,7,0.01,100,0.47787361415008744
0.05,10.0,additive,5,0.01,100,0.47789481246212195
0.05,1.0,multiplicative,5,0.01,100,0.47821071712836805
0.5,0.1,multiplicative,7,0.01,100,0.4782612535590485
0.05,10.0,additive,7,0.01,100,0.4784535625246371
0.5,1.0,multiplicative,7,0.01,100,0.4784709440304264
0.1,0.1,additive,5,0.01,100,0.47848760346612274
0.3,10.0,additive,5,0.01,100,0.47868160327468123
0.05,0.1,additive,7,0.01,100,0.4788707657678153
0.5,0.1,additive,5,0.01,100,0.47901931549690463
0.1,1.0,multiplicative,7,0.01,100,0.4792097317652755
0.05,1.0,additive,7,0.01,100,0.4792856852626246
0.3,10.0,additive,7,0.01,100,0.4794847681622109
0.1,10.0,multiplicative,7,0.01,100,0.47955031976218276
0.01,10.0,multiplicative,5,0.01,100,0.47986604675608574
0.05,0.1,additive,5,0.01,100,0.4799266701034529
0.5,0.1,multiplicative,5,0.01,100,0.4800885156039214
0.3,0.1,multiplicative,5,0.01,100,0.4804824817237646
0.05,10.0,multiplicative,7,0.01,100,0.480567890053315
0.01,1.0,multiplicative,5,0.01,100,0.48068768903483383
0.01,0.1,multiplicative,5,0.01,100,0.48071677844677896
0.1,10.0,multiplicative,5,0.01,100,0.48076707080353853
0.01,10.0,additive,7,0.01,100,0.4807726170644988
0.1,0.1,multiplicative,7,0.01,100,0.4815673634224591
0.5,10.0,multiplicative,5,0.01,100,0.48192633917332345
0.3,1.0,multiplicative,5,0.01,100,0.4819305612626306
0.3,1.0,additive,7,0.01,100,0.4819887163310772
0.3,0.1,multiplicative,7,0.01,100,0.48294169730813796
0.01,10.0,additive,5,0.01,100,0.4830437593493714
0.5,1.0,additive,5,0.01,100,0.4834096538104671
0.01,0.1,additive,5,0.01,100,0.48402531117639586
0.01,1.0,additive,7,0.01,100,0.4844230924062207
0.3,10.0,multiplicative,5,0.01,100,0.48495876324095927
0.01,1.0,additive,5,0.01,100,0.48531597058523096
0.5,1.0,multiplicative,5,0.01,100,0.4858330703601842
0.01,0.1,multiplicative,7,0.01,100,0.486745321761135
0.01,1.0,multiplicative,7,0.01,100,0.4867503288626047
0.5,1.0,additive,7,0.01,100,0.48789226106241523
0.01,10.0,multiplicative,7,0.01,100,0.49187645311390615
0.01,0.1,additive,7,0.01,100,0.49211411127068583
0.1,10.0,additive,3,0.01,100,0.5000132202253605
0.05,0.1,additive,3,0.01,100,0.5002866477592799
0.3,10.0,additive,3,0.01,100,0.5008883999597549
0.1,1.0,additive,3,0.01,100,0.5014946023280556
0.01,1.0,multiplicative,3,0.01,100,0.50230727375317
0.1,1.0,multiplicative,3,0.01,100,0.5023949157795782
0.01,0.1,multiplicative,3,0.01,100,0.5025185339455545
0.1,0.1,additive,3,0.01,100,0.5027298725235942
0.5,10.0,additive,3,0.01,100,0.5028076920286632
0.5,0.1,additive,3,0.01,100,0.5029242935553648
0.01,1.0,additive,3,0.01,100,0.5030727758667801
0.3,0.1,additive,3,0.01,100,0.5031772052301134
0.1,0.1,multiplicative,3,0.01,100,0.5032042759646682
0.1,10.0,multiplicative,3,0.01,100,0.5037842610053408
0.5,1.0,additive,3,0.01,100,0.5038367657047056
0.5,0.1,multiplicative,3,0.01,100,0.5044278583365602
0.01,10.0,additive,3,0.01,100,0.5044826145443099
0.01,0.1,additive,3,0.01,100,0.5045572143212939
0.5,1.0,multiplicative,3,0.01,100,0.5052324415547742
0.05,10.0,additive,3,0.01,100,0.5052334764674433
0.05,0.1,multiplicative,3,0.01,100,0.5052367385151658
0.01,10.0,multiplicative,3,0.01,100,0.5054028597887366
0.3,1.0,multiplicative,3,0.01,100,0.5066270697774434
0.3,1.0,additive,3,0.01,100,0.5073024027208323
0.05,10.0,multiplicative,3,0.01,100,0.5073424176963716
0.5,10.0,multiplicative,3,0.01,100,0.5075574764003759
0.3,0.1,multiplicative,3,0.01,100,0.507776936329092
0.05,1.0,additive,3,0.01,100,0.5078159550770124
0.05,1.0,multiplicative,3,0.01,100,0.5080001821581961
0.3,10.0,multiplicative,3,0.01,100,0.5081189509077202
0.5,10.0,additive,5,0.01,50,0.6952383486012059
0.5,1.0,multiplicative,7,0.01,50,0.6953406062743287
0.5,0.1,additive,5,0.01,50,0.6954263147777254
0.5,0.1,additive,7,0.01,50,0.6955742918284563
0.5,1.0,additive,7,0.01,50,0.6958588838723379
0.5,10.0,multiplicative,7,0.01,50,0.6986119363419003
0.5,1.0,additive,5,0.01,50,0.6987900562155984
0.3,0.1,multiplicative,7,0.01,50,0.6989542685994499
0.1,1.0,multiplicative,5,0.01,50,0.6995694861706905
0.1,0.1,additive,5,0.01,50,0.6998011856751354
0.1,1.0,additive,5,0.01,50,0.7001871581839495
0.05,1.0,multiplicative,7,0.01,50,0.7005740728909247
0.05,0.1,additive,5,0.01,50,0.7005984680564388
0.3,10.0,multiplicative,7,0.01,50,0.7007204858539207
0.1,10.0,additive,5,0.01,50,0.7007641143096579
0.3,10.0,additive,7,0.01,50,0.7007722784526857
0.5,0.1,multiplicative,5,0.01,50,0.7008901256921038
0.3,10.0,multiplicative,5,0.01,50,0.7009752437674885
0.3,1.0,additive,5,0.01,50,0.701095131995178
0.3,1.0,multiplicative,7,0.01,50,0.7011475035116883
0.3,1.0,additive,7,0.01,50,0.7015313163511896
0.3,10.0,additive,5,0.01,50,0.7018281443543856
0.1,1.0,multiplicative,7,0.01,50,0.7018705783963155
0.01,10.0,multiplicative,5,0.01,50,0.7019141991306433
0.05,10.0,multiplicative,7,0.01,50,0.7020052261904979
0.5,1.0,multiplicative,5,0.01,50,0.702054947100762
0.1,10.0,additive,7,0.01,50,0.7021438574547967
0.05,10.0,multiplicative,5,0.01,50,0.7022036205854331
0.5,10.0,additive,7,0.01,50,0.7024932272482424
0.1,0.1,additive,7,0.01,50,0.7025426230677578
0.3,0.1,multiplicative,5,0.01,50,0.702839614467748
0.1,0.1,multiplicative,5,0.01,50,0.7031217002947949
0.3,0.1,additive,7,0.01,50,0.7032141718085223
0.05,10.0,additive,7,0.01,50,0.7032307515272157
0.5,10.0,multiplicative,5,0.01,50,0.703602281615537
0.05,1.0,multiplicative,5,0.01,50,0.7040129745049846
0.01,0.1,multiplicative,5,0.01,50,0.7040396111192679
0.5,0.1,multiplicative,7,0.01,50,0.7042045602637739
0.05,1.0,additive,7,0.01,50,0.7044439679851382
0.1,1.0,additive,7,0.01,50,0.7045111295694388
0.05,0.1,multiplicative,5,0.01,50,0.7049409760872751
0.01,10.0,additive,7,0.01,50,0.7051868827988786
0.1,10.0,multiplicative,7,0.01,50,0.7052483626353172
0.3,1.0,multiplicative,5,0.01,50,0.7054196721843089
0.01,1.0,additive,3,0.01,50,0.7055247069991707
0.01,10.0,additive,5,0.01,50,0.7058436822317621
0.01,0.1,multiplicative,7,0.01,50,0.7060463777889439
0.3,0.1,additive,5,0.01,50,0.7061335558000976
0.1,10.0,multiplicative,5,0.01,50,0.7064099358769691
0.05,1.0,additive,5,0.01,50,0.7064551161917199
0.05,0.1,multiplicative,7,0.01,50,0.7066447977042076
0.05,10.0,additive,5,0.01,50,0.7066786574128863
0.01,1.0,multiplicative,7,0.01,50,0.706718457901127
0.01,10.0,multiplicative,7,0.01,50,0.7073481880469776
0.01,0.1,additive,3,0.01,50,0.7074517603629661
0.05,0.1,additive,7,0.01,50,0.7077886252372694
0.01,1.0,additive,5,0.01,50,0.7083959090053079
0.01,1.0,additive,7,0.01,50,0.7084308463859097
0.01,0.1,additive,5,0.01,50,0.708498124356203
0.1,0.1,multiplicative,7,0.01,50,0.7087158636540254
0.01,0.1,additive,7,0.01,50,0.7096039269639383
0.3,10.0,multiplicative,3,0.01,50,0.7096380846724293
0.1,1.0,additive,3,0.01,50,0.7099186099606555
0.05,1.0,multiplicative,3,0.01,50,0.7103948130921776
0.1,10.0,multiplicative,3,0.01,50,0.7109032175861243
0.01,0.1,multiplicative,3,0.01,50,0.7115569971377038
0.01,1.0,multiplicative,5,0.01,50,0.7122299201959734
0.3,0.1,additive,3,0.01,50,0.7124588683035111
0.3,10.0,additive,3,0.01,50,0.7125263305860468
0.5,1.0,additive,3,0.01,50,0.7126140642481305
0.3,1.0,additive,3,0.01,50,0.7127287221630567
0.3,1.0,multiplicative,3,0.01,50,0.7127570424100725
0.05,10.0,additive,3,0.01,50,0.7130989682841314
0.1,1.0,multiplicative,3,0.01,50,0.7133892850953321
0.05,10.0,multiplicative,3,0.01,50,0.7134352539300491
0.5,1.0,multiplicative,3,0.01,50,0.713615074353247
0.01,10.0,multiplicative,3,0.01,50,0.7138102958697023
0.05,0.1,additive,3,0.01,50,0.7141230978162248
0.01,10.0,additive,3,0.01,50,0.7141284920501482
0.5,0.1,multiplicative,3,0.01,50,0.7141745262250496
0.05,1.0,additive,3,0.01,50,0.7144376526370118
0.1,0.1,additive,3,0.01,50,0.7145831469190365
0.05,0.1,multiplicative,3,0.01,50,0.7147311797693143
0.5,10.0,additive,3,0.01,50,0.7148519076655957
0.3,0.1,multiplicative,3,0.01,50,0.715015904909063
0.1,10.0,additive,3,0.01,50,0.7151690298169391
0.01,1.0,multiplicative,3,0.01,50,0.7168055886476146
0.1,0.1,multiplicative,3,0.01,50,0.7169815621054816
0.5,0.1,additive,3,0.01,50,0.7170990821779373
0.5,10.0,multiplicative,3,0.01,50,0.7176208338744172
