ds,article,y,unit_price
2021-07-09,SUCETTE,1.0,0.3
2021-07-09,TARTELETTE FRAISE,5.0,3.0
2021-07-09,TRAITEUR,11.0,6.777777777777778
2021-07-09,TROPEZIENNE,1.0,2.0
2021-07-09,VIENNOISE,2.0,1.1
2021-07-09,VIK BREAD,14.0,2.5
2021-07-10,.,2.0,0.0
2021-07-10,BAGUETTE GRAINE,15.0,1.3
2021-07-10,BOULE POLKA,2.0,1.6
2021-07-10,DIVERS CONFISERIE,1.0,3.0
2021-07-10,DIVERS PATISSERIE,6.0,2.75
2021-07-10,DIVERS VIENNOISERIE,2.0,8.5
2021-07-10,FLAN ABRICOT,1.0,2.1
2021-07-10,FONDANT CHOCOLAT,5.0,2.5
2021-07-10,FRAISIER,2.0,3.0
2021-07-10,GACHE,4.0,5.0
2021-07-10,GD KOUIGN AMANN,6.0,7.5
2021-07-10,GRAND FAR BRETON,4.0,7.0
2021-07-10,MILLES FEUILLES,1.0,2.0
2021-07-10,NANTAIS,2.0,2.5
2021-07-10,PAIN GRAINES,1.0,2.0
2021-07-10,PARIS BREST,1.0,2.0
2021-07-10,ROYAL 4P,1.0,12.0
2021-07-10,SACHET DE CROUTON,1.0,1.6
2021-07-10,SAVARIN,1.0,2.0
2021-07-10,SPECIAL BREAD KG,1.0,4.8
2021-07-10,TARTE FRAISE 4PER,1.0,12.0
2021-07-10,TARTE FRUITS 4P,1.0,9.0
2021-07-10,TARTE FRUITS 6P,2.0,12.0
2021-07-10,TARTELETTE FRAISE,3.0,3.0
2021-07-10,TRAITEUR,10.0,7.75
2021-07-10,TROPEZIENNE,4.0,2.0
2021-07-10,VIENNOISE,3.0,1.1
2021-07-10,VIK BREAD,13.0,2.5
2021-07-11,BAGUETTE GRAINE,15.0,1.3
2021-07-11,BOULE POLKA,2.0,1.6
2021-07-11,BRIOCHETTE,3.0,0.8
2021-07-11,CHOU CHANTILLY,4.0,2.0
2021-07-11,DIVERS BOULANGERIE,1.0,1.0
2021-07-11,DIVERS PATISSERIE,25.0,4.595238095238095
2021-07-11,DIVERS VIENNOISERIE,9.0,4.6
2021-07-11,FLAN,8.0,2.0
2021-07-11,FLAN ABRICOT,8.0,2.1
2021-07-11,FONDANT CHOCOLAT,2.0,2.5
2021-07-11,FRAISIER,6.0,3.0
2021-07-11,GACHE,2.0,5.0
2021-07-11,GD KOUIGN AMANN,7.0,7.5
2021-07-11,GRAND FAR BRETON,6.0,7.0
2021-07-11,GRANDE SUCETTE,4.0,0.6
2021-07-11,MILLES FEUILLES,7.0,2.0
2021-07-11,NANTAIS,6.0,2.5
2021-07-11,NOIX JAPONAISE,4.0,2.0
2021-07-11,PARIS BREST,6.0,2.0
2021-07-11,ROYAL 4P,1.0,12.0
2021-07-11,ROYAL 6P,1.0,18.0
2021-07-11,SACHET VIENNOISERIE,2.0,4.0
2021-07-11,SAVARIN,4.0,2.0
2021-07-11,SUCETTE,5.0,0.3
2021-07-11,TARTE FRAISE 4PER,5.0,12.0
2021-07-11,TARTE FRUITS 4P,1.0,9.0
2021-07-11,TARTE FRUITS 6P,4.0,12.0
2021-07-11,TARTELETTE FRAISE,12.0,3.0
2021-07-11,TROPEZIENNE,2.0,2.0
2021-07-11,VIENNOISE,7.0,1.1
2021-07-11,VIK BREAD,16.0,2.5
2021-07-12,BAGUETTE GRAINE,8.0,1.3
2021-07-12,BOULE POLKA,1.0,1.6
2021-07-12,BRIOCHETTE,1.0,0.8
2021-07-12,BROWNIES,1.0,2.5
2021-07-12,DIVERS CONFISERIE,1.0,3.0
2021-07-12,DIVERS PATISSERIE,1.0,2.5
2021-07-12,DIVERS SANDWICHS,1.0,2.5
2021-07-12,DIVERS VIENNOISERIE,2.0,8.5
2021-07-12,FLAN,1.0,2.0
2021-07-12,FLAN ABRICOT,1.0,2.1
2021-07-12,FONDANT CHOCOLAT,1.0,2.5
2021-07-12,FORMULE PLAT PREPARE,3.0,8.0
2021-07-12,GACHE,2.0,5.0
2021-07-12,GD KOUIGN AMANN,1.0,7.5
2021-07-12,GRAND FAR BRETON,4.0,7.0
2021-07-12,MILLES FEUILLES,1.0,2.0
2021-07-12,NANTAIS,1.0,2.5
2021-07-12,NOIX JAPONAISE,3.0,2.0
2021-07-12,PARIS BREST,1.0,2.0
2021-07-12,"PLATPREPARE5,50",1.0,5.5
2021-07-12,"PLATPREPARE6,50",3.0,3.25
2021-07-12,"PLATPREPARE7,00",3.0,7.0
2021-07-12,RELIGIEUSE,1.0,2.5
2021-07-12,ROYAL 4P,1.0,12.0
2021-07-12,SACHET VIENNOISERIE,2.0,4.0
2021-07-12,ST HONORE,1.0,3.0
2021-07-12,TRIANGLES,3.0,2.5
2021-07-12,TROPEZIENNE,2.0,2.0
2021-07-12,VIENNOISE,6.0,1.1
2021-07-12,VIK BREAD,12.0,2.5
2021-07-13,BAGUETTE GRAINE,12.0,1.3
2021-07-13,BOULE POLKA,1.0,1.6
2021-07-13,BROWNIES,1.0,2.5
2021-07-13,DIVERS BOISSONS,0.0,2.0
2021-07-13,DIVERS BOULANGERIE,1.0,1.0
2021-07-13,DIVERS CONFISERIE,4.0,3.0
2021-07-13,DIVERS PATISSERIE,3.0,5.666666666666667
2021-07-13,DIVERS SANDWICHS,2.0,5.0
2021-07-13,FLAN,1.0,2.0
2021-07-13,FLAN ABRICOT,1.0,2.1
2021-07-13,FONDANT CHOCOLAT,1.0,2.5
2021-07-13,FORMULE PLAT PREPARE,1.0,8.0
2021-07-13,GACHE,1.0,5.0
2021-07-13,GD KOUIGN AMANN,4.0,7.5
2021-07-13,MILLES FEUILLES,5.0,2.0
2021-07-13,NANTAIS,1.0,2.5
2021-07-13,NOIX JAPONAISE,2.0,2.0
2021-07-13,PARIS BREST,3.0,2.0
2021-07-13,PATES,1.0,4.5
2021-07-13,"PLATPREPARE5,50",2.0,5.5
2021-07-13,"PLATPREPARE6,00",1.0,6.0
2021-07-13,"PLATPREPARE7,00",6.0,7.0
2021-07-13,RELIGIEUSE,3.0,2.5
2021-07-13,SACHET DE CROUTON,1.0,1.6
2021-07-13,SACHET VIENNOISERIE,4.0,4.0
2021-07-13,SPECIAL BREAD KG,2.0,4.8
2021-07-13,ST HONORE,2.0,3.0
2021-07-13,SUCETTE,1.0,0.3
2021-07-13,TARTE FRUITS 6P,1.0,12.0
2021-07-13,TARTELETTE FRAISE,1.0,3.0
2021-07-13,TRAITEUR,2.0,12.75
2021-07-13,TROPEZIENNE,2.0,2.0
2021-07-13,VIENNOISE,3.0,1.1
2021-07-13,VIK BREAD,14.0,2.5
2021-07-14,BAGUETTE GRAINE,14.0,1.3
2021-07-14,CRUMBLE,1.0,6.0
2021-07-14,DIVERS BOULANGERIE,3.0,1.3333333333333333
2021-07-14,DIVERS CONFISERIE,1.0,3.0
2021-07-14,DIVERS VIENNOISERIE,1.0,6.0
2021-07-14,FLAN,1.0,2.0
2021-07-14,FLAN ABRICOT,4.0,2.1
2021-07-14,FRAISIER,8.0,3.0
2021-07-14,GD KOUIGN AMANN,9.0,7.5
2021-07-14,GRAND FAR BRETON,11.0,7.0
2021-07-14,MILLES FEUILLES,14.0,2.0
2021-07-14,NANTAIS,10.0,2.5
2021-07-14,PARIS BREST,6.0,2.0
2021-07-14,RELIGIEUSE,5.0,2.5
2021-07-14,ROYAL 4P,4.0,12.0
2021-07-14,ROYAL 6P,4.0,18.0
2021-07-14,SACHET VIENNOISERIE,4.0,4.0
2021-07-14,SAVARIN,1.0,2.0
2021-07-14,SPECIAL BREAD KG,2.0,4.8
2021-07-14,ST HONORE,2.0,3.0
2021-07-14,TARTE FRAISE 4PER,1.0,12.0
2021-07-14,TARTE FRAISE 6P,3.0,18.0
2021-07-14,TARTE FRUITS 4P,1.0,9.0
2021-07-14,TARTE FRUITS 6P,4.0,12.0
2021-07-14,TARTELETTE CHOC,2.0,2.5
2021-07-14,TARTELETTE FRAISE,5.0,3.0
2021-07-14,TRAITEUR,6.0,8.2
2021-07-14,VIENNOISE,2.0,1.1
2021-07-14,VIK BREAD,18.0,2.5
2021-07-15,BAGUETTE GRAINE,11.0,1.3
2021-07-15,BOULE POLKA,2.0,1.6
2021-07-15,BROWNIES,1.0,2.5
2021-07-15,DIVERS CONFISERIE,2.0,3.0
2021-07-15,DIVERS VIENNOISERIE,2.0,8.5
2021-07-15,FONDANT CHOCOLAT,4.0,2.5
2021-07-15,GD KOUIGN AMANN,7.0,7.5
2021-07-15,GRAND FAR BRETON,4.0,7.0
2021-07-15,GRANDE SUCETTE,1.0,0.6
2021-07-15,NANTAIS,4.0,2.5
2021-07-15,PAIN S/SEL,1.0,1.5
2021-07-15,RELIGIEUSE,2.0,2.5
2021-07-15,SACHET DE CROUTON,3.0,1.6
2021-07-15,SACHET VIENNOISERIE,4.0,4.0
2021-07-15,SAVARIN,1.0,2.0
2021-07-15,SUCETTE,3.0,0.3
2021-07-15,TARTE FRUITS 4P,2.0,9.0
2021-07-15,TARTELETTE CHOC,1.0,2.5
2021-07-15,TARTELETTE FRAISE,1.0,3.0
2021-07-15,TRAITEUR,3.0,14.166666666666666
2021-07-15,VIK BREAD,16.0,2.5
2021-07-16,BAGUETTE GRAINE,4.0,1.3
2021-07-16,BRIOCHETTE,1.0,0.8
2021-07-16,BROWNIES,4.0,2.5
2021-07-16,DIVERS BOISSONS,5.0,2.6666666666666665
2021-07-16,DIVERS BOULANGERIE,1.0,4.0
2021-07-16,DIVERS CONFISERIE,1.0,3.0
2021-07-16,DIVERS PATISSERIE,3.0,2.0
2021-07-16,DIVERS VIENNOISERIE,3.0,11.0
2021-07-16,FLAN,1.0,2.0
2021-07-16,FLAN ABRICOT,2.0,2.1
2021-07-16,FONDANT CHOCOLAT,3.0,2.5
2021-07-16,FRAISIER,2.0,3.0
2021-07-16,GD KOUIGN AMANN,1.0,7.5
2021-07-16,GRAND FAR BRETON,5.0,7.0
2021-07-16,MILLES FEUILLES,2.0,2.0
2021-07-16,NANTAIS,2.0,2.5
2021-07-16,PAIN S/SEL,1.0,1.5
2021-07-16,PARIS BREST,2.0,2.0
2021-07-16,RELIGIEUSE,1.0,2.5
2021-07-16,SACHET DE CROUTON,1.0,1.6
2021-07-16,SAVARIN,1.0,2.0
2021-07-16,SPECIAL BREAD KG,1.0,4.8
2021-07-16,ST HONORE,1.0,3.0
2021-07-16,TARTELETTE CHOC,4.0,2.5
2021-07-16,TARTELETTE FRAISE,4.0,3.0
2021-07-16,TRAITEUR,4.0,9.833333333333334
2021-07-16,TROPEZIENNE,1.0,2.0
2021-07-16,VIENNOISE,4.0,1.1
2021-07-16,VIK BREAD,11.0,2.5
2021-07-17,BAGUETTE GRAINE,15.0,1.3
2021-07-17,BOULE POLKA,2.0,1.6
2021-07-17,BROWNIES,4.0,2.5
2021-07-17,DIVERS BOISSONS,1.0,2.0
2021-07-17,DIVERS VIENNOISERIE,1.0,22.0
2021-07-17,FLAN,4.0,2.0
2021-07-17,FLAN ABRICOT,1.0,2.1
2021-07-17,FONDANT CHOCOLAT,5.0,2.5
2021-07-17,FRAISIER,2.0,3.0
2021-07-17,GD KOUIGN AMANN,12.0,7.5
2021-07-17,GRAND FAR BRETON,8.0,7.0
2021-07-17,NANTAIS,10.0,2.5
2021-07-17,PARIS BREST,6.0,2.0
2021-07-17,RELIGIEUSE,1.0,2.5
2021-07-17,SACHET DE CROUTON,2.0,1.6
2021-07-17,SACHET VIENNOISERIE,2.0,4.0
2021-07-17,SAVARIN,1.0,2.0
2021-07-17,SUCETTE,4.0,0.3
2021-07-17,TARTE FRUITS 4P,2.0,9.0
2021-07-17,TARTE FRUITS 6P,1.0,12.0
2021-07-17,TARTELETTE FRAISE,8.0,3.0
2021-07-17,TRAITEUR,2.0,7.5
2021-07-17,TROPEZIENNE,2.0,2.0
2021-07-17,VIENNOISE,2.0,1.1
2021-07-17,VIK BREAD,18.0,2.5
2021-07-18,BAGUETTE GRAINE,19.0,1.3
2021-07-18,BOULE POLKA,2.0,1.6
2021-07-18,DIVERS CONFISERIE,3.0,3.0
2021-07-18,DIVERS PATISSERIE,1.0,2.0
2021-07-18,DIVERS VIENNOISERIE,3.0,11.0
2021-07-18,FLAN,4.0,2.0
2021-07-18,FLAN ABRICOT,5.0,2.1
2021-07-18,FONDANT CHOCOLAT,2.0,2.5
2021-07-18,FRAISIER,5.0,3.0
2021-07-18,GD KOUIGN AMANN,8.0,7.5
2021-07-18,GRAND FAR BRETON,7.0,7.0
2021-07-18,MILLES FEUILLES,4.0,2.0
2021-07-18,NANTAIS,4.0,2.5
2021-07-18,NOIX JAPONAISE,1.0,2.0
2021-07-18,PAIN S/SEL,1.0,1.5
2021-07-18,PARIS BREST,4.0,2.0
2021-07-18,RELIGIEUSE,6.0,2.5
2021-07-18,ROYAL 4P,1.0,12.0
2021-07-18,ROYAL 6P,3.0,18.0
2021-07-18,SACHET VIENNOISERIE,2.0,4.0
2021-07-18,SAVARIN,4.0,2.0
2021-07-18,SPECIAL BREAD KG,2.0,4.8
2021-07-18,ST HONORE,2.0,3.0
2021-07-18,SUCETTE,6.0,0.3
2021-07-18,TARTE FRAISE 4PER,3.0,12.0
2021-07-18,TARTE FRAISE 6P,2.0,18.0
2021-07-18,TARTE FRUITS 4P,3.0,9.0
2021-07-18,TARTE FRUITS 6P,1.0,12.0
2021-07-18,TARTELETTE FRAISE,8.0,3.0
2021-07-18,TROPEZIENNE,2.0,2.0
2021-07-18,VIENNOISE,8.0,1.1
2021-07-18,VIK BREAD,19.0,2.5
2021-07-19,BAGUETTE GRAINE,21.0,1.3
2021-07-19,DIVERS BOISSONS,2.0,3.0
2021-07-19,DIVERS BOULANGERIE,1.0,5.0
2021-07-19,DIVERS VIENNOISERIE,1.0,6.0
2021-07-19,FONDANT CHOCOLAT,3.0,2.5
2021-07-19,GD KOUIGN AMANN,2.0,7.5
2021-07-19,GRAND FAR BRETON,3.0,7.0
2021-07-19,NANTAIS,1.0,2.5
2021-07-19,RELIGIEUSE,1.0,2.5
2021-07-19,ROYAL 6P,1.0,18.0
2021-07-19,SACHET VIENNOISERIE,1.0,4.0
2021-07-19,SPECIAL BREAD KG,1.0,4.8
2021-07-19,SUCETTE,6.0,0.3
2021-07-19,TARTELETTE FRAISE,2.0,3.0
2021-07-19,TRAITEUR,6.0,7.2
2021-07-19,TROPEZIENNE,1.0,2.0
2021-07-19,VIK BREAD,8.0,2.5
2021-07-20,BAGUETTE GRAINE,10.0,1.3
2021-07-20,BOULE POLKA,1.0,1.6
2021-07-20,CHOCOLAT,4.0,1.5
2021-07-20,DELICETROPICAL,1.0,3.0
2021-07-20,DIVERS BOISSONS,2.0,3.0
2021-07-20,DIVERS CONFISERIE,3.0,3.0
2021-07-20,DIVERS PATISSERIE,1.0,2.5
2021-07-20,FLAN,3.0,2.0
2021-07-20,FLAN ABRICOT,1.0,2.1
2021-07-20,GD KOUIGN AMANN,4.0,7.5
2021-07-20,GRAND FAR BRETON,4.0,7.0
2021-07-20,GRANDE SUCETTE,1.0,0.6
2021-07-20,MILLES FEUILLES,4.0,2.0
2021-07-20,NANTAIS,5.0,2.5
2021-07-20,NOIX JAPONAISE,1.0,2.0
2021-07-20,PAIN S/SEL,1.0,1.5
2021-07-20,PARIS BREST,4.0,2.0
2021-07-20,RELIGIEUSE,4.0,2.5
2021-07-20,SACHET VIENNOISERIE,3.0,4.0
2021-07-20,ST HONORE,3.0,3.0
2021-07-20,SUCETTE,2.0,0.3
2021-07-20,TARTELETTE FRAISE,1.0,3.0
2021-07-20,TRAITEUR,11.0,6.45
2021-07-20,TROPEZIENNE,1.0,2.0
2021-07-20,VIK BREAD,12.0,2.5
2021-07-21,BAGUETTE GRAINE,10.0,1.3
2021-07-21,BOULE POLKA,1.0,1.6
2021-07-21,BROWNIES,1.0,2.5
2021-07-21,DELICETROPICAL,1.0,3.0
2021-07-21,DIVERS BOULANGERIE,1.0,2.0
2021-07-21,DIVERS CONFISERIE,2.0,3.0
2021-07-21,DIVERS VIENNOISERIE,1.0,11.0
2021-07-21,FLAN,3.0,2.0
2021-07-21,FLAN ABRICOT,2.0,2.1
2021-07-21,FONDANT CHOCOLAT,1.0,2.5
2021-07-21,GD KOUIGN AMANN,2.0,7.5
2021-07-21,GRAND FAR BRETON,6.0,7.0
2021-07-21,NANTAIS,4.0,2.5
2021-07-21,PARIS BREST,1.0,2.0
2021-07-21,RELIGIEUSE,1.0,2.5
2021-07-21,SACHET DE CROUTON,4.0,1.6000000000000003
2021-07-21,SACHET VIENNOISERIE,4.0,4.0
2021-07-21,SPECIAL BREAD KG,2.0,4.8
2021-07-21,ST HONORE,1.0,3.0
2021-07-21,SUCETTE,2.0,0.3
2021-07-21,TRAITEUR,4.0,6.25
2021-07-21,TROPEZIENNE,3.0,2.0
2021-07-21,VIENNOISE,5.0,1.1
2021-07-21,VIK BREAD,10.0,2.5
2021-07-22,BAGUETTE GRAINE,15.0,1.3000000000000003
2021-07-22,BOULE POLKA,2.0,1.6
2021-07-22,DEMI PAIN,2.0,0.6
2021-07-22,DIVERS BOISSONS,1.0,2.0
2021-07-22,DIVERS CONFISERIE,2.0,3.0
2021-07-22,DIVERS VIENNOISERIE,3.0,11.0
2021-07-22,FLAN,3.0,2.0
2021-07-22,FLAN ABRICOT,1.0,2.1
2021-07-22,FONDANT CHOCOLAT,2.0,2.5
2021-07-22,GRAND FAR BRETON,5.0,7.0
2021-07-22,MILLES FEUILLES,2.0,2.0
2021-07-22,NANTAIS,3.0,2.5
2021-07-22,PAIN S/SEL,2.0,1.5
2021-07-22,PARIS BREST,2.0,2.0
2021-07-22,RELIGIEUSE,3.0,2.5
2021-07-22,SACHET VIENNOISERIE,4.0,4.0
2021-07-22,SAVARIN,1.0,2.0
2021-07-22,SPECIAL BREAD KG,1.0,4.8
2021-07-22,ST HONORE,3.0,3.0
2021-07-22,SUCETTE,1.0,0.3
2021-07-22,TARTELETTE CHOC,1.0,2.5
2021-07-22,TRAITEUR,6.0,6.583333333333333
2021-07-22,VIENNOISE,5.0,1.1
2021-07-22,VIK BREAD,9.0,2.5
2021-07-23,BAGUETTE GRAINE,8.0,1.3
2021-07-23,BOULE POLKA,2.0,1.6
2021-07-23,BRIOCHETTE,1.0,0.8
2021-07-23,DIVERS BOULANGERIE,2.0,5.1125
2021-07-23,DIVERS CONFISERIE,1.0,3.0
2021-07-23,DIVERS VIENNOISERIE,2.0,11.0
2021-07-23,FLAN,5.0,2.0
2021-07-23,FLAN ABRICOT,2.0,2.1
2021-07-23,FONDANT CHOCOLAT,3.0,2.5
2021-07-23,FRAISIER,1.0,3.0
2021-07-23,GD KOUIGN AMANN,3.0,7.5
2021-07-23,GRAND FAR BRETON,6.0,7.0
2021-07-23,NANTAIS,8.0,2.5
2021-07-23,NOIX JAPONAISE,2.0,2.0
2021-07-23,PAIN S/SEL,1.0,1.5
2021-07-23,PARIS BREST,1.0,2.0
2021-07-23,RELIGIEUSE,2.0,2.5
2021-07-23,SACHET VIENNOISERIE,1.0,4.0
2021-07-23,SPECIAL BREAD KG,2.0,4.8
2021-07-23,SUCETTE,1.0,0.3
2021-07-23,TARTE FRAISE 4PER,1.0,12.0
2021-07-23,TARTE FRAISE 6P,2.0,18.0
2021-07-23,TARTE FRUITS 4P,1.0,9.0
2021-07-23,TRAITEUR,18.0,5.222222222222222
2021-07-23,VIENNOISE,5.0,1.1
2021-07-23,VIK BREAD,13.0,2.5
2021-07-24,BAGUETTE GRAINE,11.0,1.3
2021-07-24,BRIOCHETTE,4.0,0.8000000000000002
2021-07-24,CRUMBLE,2.0,4.0
2021-07-24,CRUMBLECARAMEL OU PISTAE,3.0,6.0
2021-07-24,DIVERS CONFISERIE,3.0,3.0
2021-07-24,DIVERS PATISSERIE,1.0,2.5
2021-07-24,FLAN,1.0,2.0
2021-07-24,FLAN ABRICOT,1.0,2.1
2021-07-24,FONDANT CHOCOLAT,6.0,2.5
2021-07-24,GD KOUIGN AMANN,7.0,7.5
2021-07-24,GRAND FAR BRETON,7.0,7.0
2021-07-24,MILLES FEUILLES,2.0,2.0
2021-07-24,NANTAIS,10.0,2.5
2021-07-24,NOIX JAPONAISE,1.0,2.0
2021-07-24,PAIN S/SEL,1.0,1.5
2021-07-24,RELIGIEUSE,1.0,2.5
2021-07-24,SACHET DE CROUTON,2.0,1.6
2021-07-24,SPECIAL BREAD KG,1.0,4.8
2021-07-24,ST HONORE,1.0,3.0
2021-07-24,SUCETTE,8.0,0.3
2021-07-24,TARTE FRUITS 4P,1.0,9.0
2021-07-24,TARTE FRUITS 6P,1.0,12.0
2021-07-24,TARTELETTE CHOC,1.0,2.5
2021-07-24,TRAITEUR,6.0,9.0
2021-07-24,VIENNOISE,6.0,1.1
2021-07-24,VIK BREAD,20.0,2.5
2021-07-25,BAGUETTE GRAINE,12.0,1.3
2021-07-25,BOULE POLKA,2.0,1.6
2021-07-25,BRIOCHETTE,20.0,0.8
2021-07-25,CHOU CHANTILLY,4.0,2.0
2021-07-25,CRUMBLE,1.0,2.0
2021-07-25,DELICETROPICAL,8.0,3.0
2021-07-25,DIVERS BOISSONS,1.0,2.0
2021-07-25,DIVERS BOULANGERIE,2.0,2.0
2021-07-25,DIVERS CONFISERIE,1.0,3.0
2021-07-25,DIVERS PATISSERIE,1.0,6.0
2021-07-25,FLAN,3.0,2.0
2021-07-25,FONDANT CHOCOLAT,5.0,2.5
2021-07-25,FRAISIER,6.0,3.0
2021-07-25,GACHE,1.0,5.0
2021-07-25,GD KOUIGN AMANN,7.0,7.5
2021-07-25,GRAND FAR BRETON,13.0,7.0
2021-07-25,NANTAIS,5.0,5.0
2021-07-25,NOIX JAPONAISE,3.0,2.0
2021-07-25,PARIS BREST,11.0,2.0
2021-07-25,PT NANTAIS,2.0,3.0
2021-07-25,RELIGIEUSE,3.0,2.5
2021-07-25,SACHET DE CROUTON,1.0,1.6
2021-07-25,SAVARIN,3.0,2.0
2021-07-25,SPECIAL BREAD KG,2.0,4.8
2021-07-25,ST HONORE,2.0,3.0
2021-07-25,SUCETTE,5.0,0.3
2021-07-25,TARTE FRAISE 6P,1.0,18.0
2021-07-25,TROPEZIENNE,2.0,2.0
2021-07-25,VIENNOISE,4.0,1.1
2021-07-25,VIK BREAD,12.0,2.5
2021-07-26,BAGUETTE GRAINE,18.0,1.3
2021-07-26,BOULE POLKA,2.0,1.6
2021-07-26,CHOCOLAT,1.0,1.5
2021-07-26,DELICETROPICAL,4.0,3.0
2021-07-26,DIVERS CONFISERIE,1.0,3.0
2021-07-26,FLAN,1.0,2.0
2021-07-26,FLAN ABRICOT,2.0,2.1
2021-07-26,FONDANT CHOCOLAT,1.0,2.5
2021-07-26,GD KOUIGN AMANN,4.0,7.5
2021-07-26,GRAND FAR BRETON,1.0,7.0
2021-07-26,MILLES FEUILLES,3.0,2.0
2021-07-26,NANTAIS,4.0,5.0
2021-07-26,PARIS BREST,4.0,2.0
2021-07-26,PT NANTAIS,4.0,3.0
2021-07-26,RELIGIEUSE,1.0,2.5
2021-07-26,SACHET DE CROUTON,1.0,1.6
2021-07-26,SACHET VIENNOISERIE,1.0,4.0
2021-07-26,SPECIAL BREAD KG,2.0,4.8
2021-07-26,TARTE FRAISE 4PER,1.0,12.0
2021-07-26,TARTE FRUITS 6P,1.0,12.0
2021-07-26,TARTELETTE FRAISE,4.0,3.0
2021-07-26,TRAITEUR,7.0,7.3
2021-07-26,TROPEZIENNE,3.0,2.0
2021-07-26,VIENNOISE,6.0,1.1
2021-07-26,VIK BREAD,15.0,2.5
2021-07-27,BAGUETTE GRAINE,10.0,1.3
2021-07-27,BOULE POLKA,2.0,1.6
2021-07-27,DIVERS VIENNOISERIE,3.0,8.0
2021-07-27,FLAN,1.0,2.0
2021-07-27,FLAN ABRICOT,2.0,2.1
2021-07-27,FONDANT CHOCOLAT,3.0,2.5
2021-07-27,GD KOUIGN AMANN,4.0,7.5
2021-07-27,GRAND FAR BRETON,8.0,7.0
2021-07-27,MILLES FEUILLES,2.0,2.0
2021-07-27,NANTAIS,5.0,5.0
2021-07-27,NOIX JAPONAISE,2.0,2.0
2021-07-27,PARIS BREST,2.0,2.0
2021-07-27,PT NANTAIS,4.0,3.0
2021-07-27,RELIGIEUSE,1.0,2.5
2021-07-27,SACHET DE CROUTON,1.0,1.6
2021-07-27,SACHET VIENNOISERIE,3.0,4.0
2021-07-27,SAVARIN,1.0,2.0
2021-07-27,SPECIAL BREAD KG,2.0,4.8
2021-07-27,ST HONORE,2.0,3.0
2021-07-27,TARTE FRAISE 4PER,1.0,12.0
2021-07-27,TARTELETTE FRAISE,1.0,3.0
2021-07-27,TRAITEUR,6.0,6.666666666666667
2021-07-27,TROPEZIENNE,1.0,2.0
2021-07-27,VIENNOISE,4.0,1.1
2021-07-27,VIK BREAD,15.0,2.5
2021-07-28,BAGUETTE GRAINE,17.0,1.3
2021-07-28,BOULE POLKA,1.0,1.6
2021-07-28,DELICETROPICAL,3.0,3.0
2021-07-28,DIVERS VIENNOISERIE,1.0,6.0
2021-07-28,FLAN,1.0,2.0
2021-07-28,GD KOUIGN AMANN,6.0,7.5
2021-07-28,GRAND FAR BRETON,7.0,7.0
2021-07-28,GRANDE SUCETTE,1.0,0.6
2021-07-28,MILLES FEUILLES,1.0,2.0
2021-07-28,NANTAIS,5.0,5.0
2021-07-28,PARIS BREST,2.0,2.0
2021-07-28,PT NANTAIS,1.0,3.0
2021-07-28,SACHET DE CROUTON,1.0,1.6
2021-07-28,SACHET VIENNOISERIE,3.0,4.0
2021-07-28,SPECIAL BREAD KG,2.0,4.8
2021-07-28,ST HONORE,4.0,3.0
2021-07-28,TARTELETTE FRAISE,2.0,3.0
2021-07-28,TRAITEUR,2.0,7.25
2021-07-28,TROPEZIENNE,2.0,2.0
2021-07-28,VIENNOISE,3.0,1.1
2021-07-28,VIK BREAD,14.0,2.5
2021-07-29,BAGUETTE GRAINE,13.0,1.3
2021-07-29,CHOCOLAT,2.0,1.5
2021-07-29,DIVERS BOISSONS,1.0,3.0
2021-07-29,DIVERS CONFISERIE,1.0,0.0
2021-07-29,DIVERS VIENNOISERIE,1.0,6.0
2021-07-29,FLAN,3.0,2.0
2021-07-29,FLAN ABRICOT,2.0,2.1
2021-07-29,FRAISIER,2.0,3.0
2021-07-29,GD KOUIGN AMANN,7.0,7.5
2021-07-29,GRAND FAR BRETON,3.0,7.0
2021-07-29,GRANDE SUCETTE,4.0,0.6
2021-07-29,MILLES FEUILLES,1.0,2.0
2021-07-29,NANTAIS,2.0,5.0
2021-07-29,NOIX JAPONAISE,2.0,2.0
2021-07-29,PARIS BREST,1.0,2.0
2021-07-29,RELIGIEUSE,3.0,2.5
2021-07-29,SACHET DE CROUTON,1.0,1.6
2021-07-29,SACHET VIENNOISERIE,2.0,4.0
2021-07-29,SPECIAL BREAD KG,2.0,4.8
2021-07-29,ST HONORE,1.0,3.0
2021-07-29,TARTELETTE FRAISE,9.0,3.0
2021-07-29,TRAITEUR,4.0,9.0
2021-07-29,TRIANGLES,1.0,2.5
2021-07-29,VIENNOISE,5.0,1.1
2021-07-29,VIK BREAD,17.0,2.5
2021-07-30,BAGUETTE GRAINE,8.0,1.3
2021-07-30,BOULE POLKA,2.0,1.6
2021-07-30,DEMI PAIN,2.0,0.6
2021-07-30,DIVERS BOISSONS,1.0,3.0
2021-07-30,DIVERS BOULANGERIE,1.0,9.0
2021-07-30,DIVERS CONFISERIE,2.0,3.0
2021-07-30,FLAN,3.0,2.0
2021-07-30,FONDANT CHOCOLAT,2.0,2.5
2021-07-30,GD KOUIGN AMANN,10.0,7.5
2021-07-30,GRAND FAR BRETON,12.0,7.0
2021-07-30,GRANDE SUCETTE,2.0,0.6
2021-07-30,NANTAIS,1.0,5.0
