ds,article,y,yhat,residual
2022-05-13,COMPLET,4.0,5.12177925106606,-1.1217792510660596
2022-05-14,COMPLET,5.0,5.88505663053532,-0.8850566305353196
2022-05-15,COMPLET,6.0,5.888865734067951,0.11113426593204867
2022-05-16,COMPLET,6.0,5.149426516897123,0.8505734831028766
2022-05-17,COMPLET,6.0,4.9882241539594,1.0117758460406003
2022-05-18,COMPLET,6.0,4.64777033594233,1.3522296640576696
2022-05-19,COMPLET,6.0,4.987734221760281,1.012265778239719
2022-05-20,COMPLET,6.0,5.150362454562861,0.8496375454371394
2022-05-21,COMPLET,6.0,5.913639834033505,0.08636016596649476
2022-05-22,COMPLET,5.0,5.9174489375649015,-0.9174489375649015
2022-05-23,COMPLET,3.0,5.178009720396902,-2.1780097203969024
2022-05-24,COMPLET,6.0,5.0168073574559005,0.9831926425440995
2022-05-25,COMPLET,6.0,4.676353539439335,1.3236464605606653
2022-05-26,COMPLET,10.0,5.016317425256669,4.983682574743331
2022-05-27,COMPLET,6.0,5.178945658060536,0.8210543419394636
2022-05-28,COMPLET,10.0,5.942223037529488,4.057776962470512
2022-05-29,COMPLET,8.0,5.946032141063586,2.0539678589364136
2022-05-30,COMPLET,6.0,5.206592923892355,0.7934070761076448
2022-05-31,COMPLET,6.0,5.045390560952403,0.954609439047597
2022-06-01,COMPLET,6.0,4.704936742936358,1.2950632570636422
2022-06-02,COMPLET,2.0,5.0449006287536875,-3.0449006287536875
2022-06-03,COMPLET,6.0,5.721566978800067,0.2784330211999331
2022-06-04,COMPLET,8.0,6.438183366128503,1.561816633871497
2022-06-05,COMPLET,7.0,6.44411961054603,0.5558803894539697
2022-06-06,COMPLET,8.0,5.683342449529242,2.316657550470758
2022-06-07,COMPLET,3.0,5.533475357269596,-2.5334753572695963
2022-06-08,COMPLET,5.0,5.278346960486566,-0.2783469604865658
2022-06-09,COMPLET,5.0,5.600947683921326,-0.6009476839213264
2022-06-10,COMPLET,4.0,5.778688665725295,-1.7786886657252952
2022-06-11,COMPLET,5.0,6.495305053053358,-1.4953050530533583
2022-06-12,COMPLET,6.0,6.501241297468718,-0.5012412974687184
2022-06-13,COMPLET,6.0,5.7404641364523785,0.2595358635476215
2022-06-14,COMPLET,4.0,5.590597044193446,-1.590597044193446
2022-06-15,COMPLET,6.0,5.335468647410329,0.6645313525896714
2022-06-16,COMPLET,6.0,5.658069370845095,0.3419306291549047
2022-06-17,COMPLET,6.0,5.835810352648878,0.1641896473511224
2022-06-18,COMPLET,6.0,6.552426739977216,-0.552426739977216
2022-06-19,COMPLET,6.0,6.558362984394225,-0.5583629843942246
2022-06-20,COMPLET,1.0,5.797585823375515,-4.797585823375515
2022-06-21,COMPLET,6.0,5.647718731117618,0.35228126888238176
2022-06-22,COMPLET,2.0,5.392590334334044,-3.392590334334044
2022-06-23,COMPLET,6.0,5.715191057769349,0.2848089422306508
2022-06-24,COMPLET,6.0,5.892932039573283,0.10706796042671662
2022-06-25,COMPLET,6.0,6.609548426900364,-0.6095484269003641
2022-06-26,COMPLET,6.0,6.615484671316913,-0.6154846713169126
2022-06-27,COMPLET,6.0,5.854707510298652,0.14529248970134834
2022-06-28,COMPLET,6.0,5.704840418041006,0.29515958195899383
2022-06-29,COMPLET,5.0,5.449712021257806,-0.44971202125780607
2022-06-30,COMPLET,5.0,5.7723127446925435,-0.7723127446925435
2022-07-01,COMPLET,6.0,5.950053726497688,0.04994627350231173
2022-07-02,COMPLET,6.0,6.6666701138232245,-0.6666701138232245
2022-07-03,COMPLET,7.0,6.3751684882763415,0.6248315117236585
2022-07-04,COMPLET,6.0,5.596977252585078,0.40302274741492194
2022-07-05,COMPLET,6.0,5.426773736105096,0.5732262638949042
2022-07-06,COMPLET,7.0,5.158028251375614,1.8419717486243856
2022-07-07,COMPLET,5.0,5.5227203493966766,-0.5227203493966766
2022-07-08,COMPLET,9.0,5.691833443198254,3.308166556801746
2022-07-09,COMPLET,6.0,6.404264561216663,-0.4042645612166629
2022-07-10,COMPLET,7.0,6.414799999101065,0.5852000008989346
2022-07-11,COMPLET,6.0,5.636608763412929,0.36339123658707084
2022-07-12,COMPLET,5.0,5.46640524693094,-0.46640524693093965
2022-07-13,COMPLET,9.0,5.19765976220157,3.80234023779843
2022-07-14,COMPLET,9.0,5.562351860222022,3.437648139777978
2022-07-15,COMPLET,7.0,5.7314649540238705,1.2685350459761295
2022-07-16,COMPLET,14.0,6.443896072040873,7.556103927959127
2022-07-17,COMPLET,15.0,6.45443150992579,8.54556849007421
2022-07-18,COMPLET,10.0,5.676240274238911,4.323759725761089
2022-07-19,COMPLET,5.0,5.506036757757328,-0.5060367577573279
2022-07-20,COMPLET,8.0,5.237291273027426,2.7627087269725736
2022-07-21,COMPLET,10.0,5.601983371048384,4.398016628951616
2022-07-22,COMPLET,9.0,5.7710964648479495,3.2289035351520505
2022-07-23,COMPLET,11.0,6.483527582867843,4.516472417132157
2022-07-24,COMPLET,10.0,6.49406302075257,3.50593697924743
2022-07-25,COMPLET,8.0,5.715871785063291,2.2841282149367093
2022-07-26,COMPLET,10.0,5.545668268583172,4.454331731416828
2022-07-27,COMPLET,10.0,5.2769227838530774,4.7230772161469226
2022-07-28,COMPLET,8.0,5.641614881874746,2.3583851181252538
2022-07-29,COMPLET,9.0,5.810727975673566,3.189272024326434
2022-07-30,COMPLET,10.0,6.523159093693762,3.476840906306238
2022-07-31,COMPLET,9.0,6.533694531577294,2.466305468422706
2022-08-01,COMPLET,13.0,5.755503295889273,7.244496704110727
2022-08-02,COMPLET,9.0,6.951557503912073,2.048442496087927
2022-08-03,COMPLET,10.0,6.811629427521793,3.188370572478207
2022-08-04,COMPLET,9.0,7.137865289976476,1.8621347100235237
2022-08-05,COMPLET,1.0,7.3336003256468025,-6.3336003256468025
2022-08-06,COMPLET,10.0,8.097853974093374,1.9021460259066263
2022-08-07,COMPLET,10.0,8.120653396476719,1.879346603523281
2022-08-08,COMPLET,10.0,7.341307418984669,2.6586925810153312
2022-08-09,COMPLET,10.0,7.064649033086474,2.935350966913526
2022-08-10,COMPLET,11.0,6.924720956696666,4.075279043303334
2022-08-11,COMPLET,10.0,7.250956819151614,2.7490431808483864
2022-08-12,COMPLET,8.0,7.446691854819161,0.5533081451808393
2022-08-13,COMPLET,10.0,8.21094550326836,1.7890544967316409
2022-08-14,COMPLET,10.0,8.233744925650559,1.7662550743494414
2022-08-15,COMPLET,10.0,7.45439894815811,2.5456010518418903
2022-08-16,COMPLET,10.0,7.177740562261683,2.8222594377383166
2022-08-17,COMPLET,6.0,7.0378124858715365,-1.0378124858715365
2022-08-18,COMPLET,9.0,7.364048348325877,1.635951651674123
2022-08-19,COMPLET,10.0,7.55978338399454,2.4402166160054604
2022-08-20,COMPLET,10.0,8.32403703244412,1.6759629675558791
2022-08-21,COMPLET,9.0,8.346836454825198,0.6531635451748024
2022-08-22,COMPLET,10.0,7.5674904773358955,2.4325095226641045
2022-08-23,COMPLET,7.0,7.2908320914365845,-0.2908320914365845
2022-08-24,COMPLET,11.0,7.150904015046409,3.849095984953591
2022-08-25,COMPLET,3.0,7.477139877501016,-4.477139877501016
2022-08-26,COMPLET,4.0,7.672874913169327,-3.672874913169327
2022-08-27,COMPLET,6.0,8.437128561618334,-2.4371285616183336
2022-08-28,COMPLET,10.0,8.459927983999835,1.540072016000165
2022-08-29,COMPLET,6.0,7.680582006509335,-1.6805820065093346
2022-08-30,COMPLET,6.0,7.403923620611391,-1.4039236206113914
2022-08-31,COMPLET,5.0,7.26399554422134,-2.2639955442213404
2022-09-02,COMPLET,7.0,7.988169113316473,-0.9881691133164727
2022-09-03,COMPLET,8.0,8.873226905450835,-0.873226905450835
2022-09-04,COMPLET,8.0,8.931943879799258,-0.9319438797992579
2022-09-05,COMPLET,5.0,8.149886720655228,-3.1498867206552283
2022-09-06,COMPLET,3.0,7.8721993984922785,-4.8721993984922785
2022-09-07,COMPLET,4.0,7.772860956980836,-3.7728609569808356
2022-09-08,COMPLET,5.0,8.016343020912483,-3.0163430209124833
2022-09-09,COMPLET,3.0,8.11478172549706,-5.1147817254970604
2022-09-10,COMPLET,6.0,8.999839517630612,-2.999839517630612
2022-09-11,COMPLET,6.0,9.058556491977763,-3.058556491977763
2022-09-12,COMPLET,3.0,8.276499332833984,-5.276499332833984
2022-09-13,COMPLET,6.0,7.998812010671326,-1.998812010671326
2022-09-14,COMPLET,3.0,7.8994735691602,-4.8994735691602
2022-09-15,COMPLET,6.0,8.142955633091951,-2.142955633091951
2022-09-16,COMPLET,5.0,8.24139433767661,-3.24139433767661
2022-09-17,COMPLET,6.0,9.126452129811137,-3.1264521298111365
2022-09-18,COMPLET,5.0,9.185169104159854,-4.185169104159854
2022-09-20,COMPLET,4.0,8.125424622851419,-4.125424622851419
2022-09-21,COMPLET,4.0,8.026086181339721,-4.026086181339721
2022-09-22,COMPLET,4.0,8.2695682452716,-4.2695682452716
2022-09-23,COMPLET,4.0,8.368006949856674,-4.3680069498566745
2022-09-24,COMPLET,4.0,9.253064741991663,-5.253064741991663
2022-09-25,COMPLET,4.0,9.311781716338361,-5.311781716338361
2022-09-26,COMPLET,4.0,8.529724557194642,-4.529724557194642
2022-09-27,COMPLET,4.0,8.252037235030468,-4.252037235030468
2022-09-28,COMPLET,3.0,8.152698793519427,-5.152698793519427
2022-09-29,COMPLET,4.0,8.396180857451066,-4.396180857451066
2022-09-30,COMPLET,5.0,8.494619562034265,-3.4946195620342646
2021-07-08,COOKIE,10.0,5.988633422481579,4.011366577518421
2021-07-09,COOKIE,8.0,7.278901884239254,0.7210981157607463
2021-07-10,COOKIE,7.0,6.678828063684578,0.3211719363154222
2021-07-11,COOKIE,5.0,7.9759280666223376,-2.9759280666223376
2021-07-12,COOKIE,15.0,6.885781097565509,8.11421890243449
2021-07-13,COOKIE,11.0,7.283287901904046,3.716712098095954
2021-07-14,COOKIE,5.0,6.203220136593163,-1.2032201365931634
2021-07-15,COOKIE,13.0,6.090743253553243,6.909256746446757
2021-07-16,COOKIE,3.0,7.381011715326103,-4.381011715326103
2021-07-17,COOKIE,7.0,6.780937894768376,0.2190621052316244
2021-07-18,COOKIE,1.0,8.07803789770483,-7.07803789770483
2021-07-19,COOKIE,1.0,6.987890928649093,-5.987890928649093
2021-07-20,COOKIE,11.0,7.385397732988961,3.6146022670110387
2021-07-21,COOKIE,8.0,6.305329967676366,1.694670032323634
2021-07-22,COOKIE,13.0,6.192853084635179,6.807146915364821
2021-07-23,COOKIE,10.0,7.483121546406688,2.5168784535933124
2021-07-24,COOKIE,12.0,6.883047725850718,5.116952274149282
2021-07-25,COOKIE,7.0,8.180147728786975,-1.1801477287869755
2021-07-26,COOKIE,8.0,7.090000759732066,0.9099992402679344
2021-07-27,COOKIE,10.0,7.487507564066348,2.512492435933652
2021-07-28,COOKIE,13.0,6.407439798755156,6.592560201244844
2021-07-29,COOKIE,9.0,6.294962915721304,2.705037084278696
2021-07-30,COOKIE,5.0,7.585231377487877,-2.585231377487877
2021-07-31,COOKIE,10.0,6.985157556934517,3.0148424430654828
2021-08-01,COOKIE,6.0,8.282257559869468,-2.2822575598694677
2021-08-02,COOKIE,3.0,7.192110590815039,-4.192110590815039
2021-08-03,COOKIE,11.0,7.589617395151263,3.4103826048487367
2021-08-04,COOKIE,16.0,6.509549629838358,9.490450370161643
2021-08-05,COOKIE,10.0,6.397072746807428,3.602927253192572
2021-08-06,COOKIE,21.0,7.687341208571595,13.312658791428404
2021-08-07,COOKIE,11.0,8.113834357008583,2.8861656429914166
2021-08-08,COOKIE,7.0,8.725947935346799,-1.7259479353467988
2021-08-09,COOKIE,13.0,7.998858561493313,5.001141438506687
2021-08-10,COOKIE,15.0,8.89209256594122,6.107907434058779
2021-08-11,COOKIE,13.0,7.981143051327003,5.018856948672997
2021-08-12,COOKIE,18.0,8.039467641681563,9.960532358318437
2021-08-13,COOKIE,17.0,8.85521631380784,8.14478368619216
2021-08-14,COOKIE,24.0,8.264052916591455,15.735947083408545
2021-08-15,COOKIE,19.0,8.876166494928876,10.123833505071124
2021-08-16,COOKIE,17.0,8.149077121074328,8.850922878925672
2021-08-17,COOKIE,11.0,9.042311125522154,1.9576888744778458
2021-08-18,COOKIE,14.0,8.131361610917372,5.868638389082628
2021-08-19,COOKIE,8.0,8.189686201262706,-0.18968620126270608
2021-08-20,COOKIE,10.0,9.005434873387552,0.9945651266124482
2021-08-21,COOKIE,10.0,8.414271476173651,1.585728523826349
2021-08-22,COOKIE,10.0,9.026385054510177,0.9736149454898229
2021-08-23,COOKIE,5.0,8.299295680656483,-3.299295680656483
2021-08-24,COOKIE,13.0,9.19252968510309,3.8074703148969107
2021-08-25,COOKIE,10.0,8.281580170496202,1.718419829503798
2021-08-26,COOKIE,14.0,8.33990476084245,5.660095239157551
2021-08-27,COOKIE,12.0,9.155653432967261,2.844346567032739
2021-08-28,COOKIE,18.0,8.564490035754693,9.435509964245307
2021-08-29,COOKIE,12.0,9.176603614092242,2.823396385907758
2021-08-30,COOKIE,9.0,8.44951424023864,0.5504857597613597
2021-08-31,COOKIE,6.0,9.342748244686465,-3.342748244686465
2021-09-01,COOKIE,3.0,8.431798730078292,-5.431798730078292
2021-09-02,COOKIE,4.0,8.490123320427017,-4.490123320427017
2021-09-03,COOKIE,5.0,9.305871992549887,-4.305871992549887
2021-09-04,COOKIE,11.0,8.714708595335734,2.2852914046642656
2021-09-05,COOKIE,9.0,9.326822173673543,-0.32682217367354305
2021-09-06,COOKIE,3.0,10.084607409383969,-7.084607409383969
2021-09-07,COOKIE,6.0,10.90816516805174,-4.90816516805174
2021-09-08,COOKIE,1.0,9.752840161153488,-8.752840161153488
2021-09-09,COOKIE,2.0,10.14259873797117,-8.14259873797117
2021-09-10,COOKIE,4.0,10.860403733471816,-6.860403733471816
2021-09-11,COOKIE,4.0,10.962764168023856,-6.962764168023856
2021-09-12,COOKIE,5.0,11.020944318961623,-6.020944318961623
2021-09-13,COOKIE,10.0,10.315814066064549,-0.315814066064549
2021-09-14,COOKIE,9.0,11.139371824731798,-2.139371824731798
2021-09-15,COOKIE,8.0,9.98404681783357,-1.9840468178335708
2021-09-16,COOKIE,4.0,10.373805394653598,-6.373805394653598
2021-09-17,COOKIE,6.0,11.091610390149903,-5.091610390149903
2021-09-18,COOKIE,1.0,11.19397082470317,-10.19397082470317
2021-09-19,COOKIE,7.0,11.252150975640165,-4.2521509756401645
2021-09-21,COOKIE,10.0,11.370578481410721,-1.3705784814107211
2021-09-23,COOKIE,2.0,10.605012051333464,-8.605012051333464
2021-09-24,COOKIE,3.0,11.322817046828415,-8.322817046828415
2021-09-25,COOKIE,7.0,11.425177481384912,-4.425177481384912
2021-09-26,COOKIE,7.0,11.483357632320313,-4.483357632320313
2021-09-27,COOKIE,8.0,10.77822737942478,-2.7782273794247807
2021-09-28,COOKIE,1.0,11.601785138091179,-10.601785138091179
2021-09-29,COOKIE,1.0,10.446460131195995,-9.446460131195995
2021-09-30,COOKIE,1.0,10.83621870801589,-9.83621870801589
2021-10-01,COOKIE,4.0,11.554023703512467,-7.554023703512467
2021-10-02,COOKIE,5.0,11.656384138061801,-6.656384138061801
2021-10-03,COOKIE,11.0,11.71456428900205,-0.71456428900205
2021-10-04,COOKIE,7.0,11.0094340361049,-4.009434036104899
2021-10-05,COOKIE,5.0,11.832991794771637,-6.832991794771637
2021-10-06,COOKIE,9.0,8.24309719639968,0.7569028036003207
2021-10-07,COOKIE,7.0,8.084971357562441,-1.0849713575624413
2021-10-08,COOKIE,10.0,8.940795316332835,1.059204683667165
2021-10-09,COOKIE,3.0,9.013373012142285,-6.013373012142285
2021-10-10,COOKIE,7.0,9.37109203553533,-2.37109203553533
2021-10-12,COOKIE,4.0,9.222532498015308,-5.222532498015308
2021-10-14,COOKIE,2.0,8.17930174446498,-6.179301744464979
2021-10-15,COOKIE,2.0,9.035125703239878,-7.035125703239878
2021-10-16,COOKIE,6.0,9.10770339904727,-3.1077033990472707
2021-10-17,COOKIE,5.0,9.465422422438735,-4.465422422438735
2021-10-18,COOKIE,1.0,8.750943822853129,-7.750943822853129
2021-10-19,COOKIE,7.0,9.31686288492132,-2.3168628849213206
2021-10-20,COOKIE,4.0,8.431757970207572,-4.431757970207572
2021-10-21,COOKIE,5.0,8.273632131368553,-3.2736321313685526
2021-10-22,COOKIE,1.0,9.129456090142815,-8.129456090142815
2021-10-23,COOKIE,14.0,9.20203378595091,4.79796621404909
2021-10-24,COOKIE,6.0,9.559752809342875,-3.559752809342875
2021-10-25,COOKIE,10.0,8.845274209757278,1.154725790242722
2021-10-26,COOKIE,10.0,9.411193271823091,0.5888067281769089
2021-10-27,COOKIE,9.0,8.526088357109328,0.47391164289067156
2021-10-28,COOKIE,8.0,8.367962518272122,-0.36796251827212245
2021-10-29,COOKIE,3.0,9.22378647704781,-6.22378647704781
2021-10-30,COOKIE,8.0,9.296364172855748,-1.296364172855748
2021-10-31,COOKIE,7.0,9.654083196246283,-2.654083196246283
2021-11-01,COOKIE,3.0,8.939604596661427,-5.939604596661427
2021-11-02,COOKIE,4.0,9.50552365872805,-5.50552365872805
2021-11-03,COOKIE,8.0,8.620418744013275,-0.6204187440132749
2021-11-04,COOKIE,4.0,8.462292905174662,-4.462292905174662
2021-11-05,COOKIE,2.0,6.76917183801956,-4.76917183801956
2021-11-06,COOKIE,3.0,7.1549871185828025,-4.1549871185828025
2021-11-07,COOKIE,2.0,7.31942094332973,-5.31942094332973
2021-11-08,COOKIE,1.0,6.532935115928345,-5.532935115928345
2021-11-09,COOKIE,5.0,7.145272551655842,-2.145272551655842
2021-11-10,COOKIE,5.0,6.374459948492525,-1.3744599484925253
2021-11-11,COOKIE,5.0,6.005120516277695,-1.005120516277695
2021-11-12,COOKIE,6.0,6.6629211428658515,-0.6629211428658515
2021-11-13,COOKIE,6.0,7.0487364234291165,-1.0487364234291165
2021-11-14,COOKIE,3.0,7.213170248177236,-4.213170248177236
2021-11-15,COOKIE,3.0,6.426684420773354,-3.426684420773354
2021-11-16,COOKIE,5.0,7.039021856500767,-2.039021856500767
2021-11-18,COOKIE,1.0,5.898869821120533,-4.898869821120533
2021-11-19,COOKIE,7.0,6.556670447710378,0.44332955228962234
2021-11-20,COOKIE,2.0,6.94248572827416,-4.94248572827416
2021-11-21,COOKIE,3.0,7.106919553021642,-4.106919553021642
2021-11-22,COOKIE,4.0,6.320433725618343,-2.3204337256183427
2021-11-23,COOKIE,1.0,6.932771161345692,-5.932771161345692
2021-11-25,COOKIE,4.0,5.792619125967191,-1.7926191259671906
2021-11-26,COOKIE,5.0,6.450419752552782,-1.450419752552782
2021-11-27,COOKIE,3.0,6.836235033119203,-3.8362350331192028
2021-11-28,COOKIE,2.0,7.0006688578671,-5.0006688578671
2021-11-29,COOKIE,6.0,6.214183030463979,-0.21418303046397913
2021-11-30,COOKIE,1.0,6.826520466191729,-5.826520466191729
2021-12-02,COOKIE,4.0,5.686368430813849,-1.6863684308138494
2021-12-03,COOKIE,12.0,6.344169057397308,5.655830942602692
2021-12-04,COOKIE,8.0,6.729984337964244,1.2700156620357559
2021-12-05,COOKIE,4.0,4.953756775844223,-0.9537567758442229
2021-12-09,COOKIE,2.0,3.770660368321458,-1.7706603683214581
2021-12-10,COOKIE,6.0,4.6011430503401725,1.3988569496598275
2021-12-11,COOKIE,7.0,4.734822350159786,2.265177649840214
2021-12-12,COOKIE,6.0,4.732539950590337,1.2674600494096628
2021-12-13,COOKIE,3.0,4.04711784033929,-1.0471178403392898
2021-12-14,COOKIE,4.0,4.585525140926887,-0.5855251409268867
2021-12-16,COOKIE,5.0,3.549443543066954,1.4505564569330458
2021-12-17,COOKIE,3.0,4.3799262250842155,-1.3799262250842155
2021-12-18,COOKIE,8.0,4.513605524903937,3.4863944750960627
2021-12-19,COOKIE,2.0,4.511323125334378,-2.5113231253343784
2021-12-20,COOKIE,3.0,3.825901015084868,-0.825901015084868
2021-12-21,COOKIE,10.0,4.3643083156693905,5.6356916843306095
2021-12-22,COOKIE,8.0,3.866940525360983,4.133059474639017
2021-12-23,COOKIE,10.0,3.328226717810648,6.671773282189352
2021-12-24,COOKIE,9.0,4.158709399828263,4.841290600171737
2021-12-25,COOKIE,4.0,4.292388699648557,-0.29238869964855674
2021-12-26,COOKIE,10.0,4.290106300078137,5.709893699921863
2021-12-27,COOKIE,1.0,3.604684189828494,-2.604684189828494
2021-12-28,COOKIE,7.0,4.143091490413,2.856908509587
2021-12-29,COOKIE,1.0,3.6457237001051324,-2.6457237001051324
2021-12-30,COOKIE,7.0,3.107009892556148,3.892990107443852
2021-12-31,COOKIE,8.0,3.937492574574553,4.062507425425447
2022-01-02,COOKIE,6.0,4.068889474821895,1.9311105251781049
2022-01-03,COOKIE,10.0,3.383467364572382,6.6165326354276175
2022-01-04,COOKIE,2.0,5.306786616898305,-3.3067866168983047
2022-01-06,COOKIE,11.0,4.311620090030242,6.688379909969758
2022-01-07,COOKIE,6.0,5.127267891777844,0.8727321082221557
2022-01-08,COOKIE,4.0,5.226225312477685,-1.226225312477685
2022-01-09,COOKIE,2.0,5.206790975129657,-3.206790975129657
2022-01-10,COOKIE,2.0,4.485929131655626,-2.4859291316556256
2022-01-11,COOKIE,8.0,5.172090874548689,2.8279091254513107
2022-01-13,COOKIE,6.0,4.176924347678938,1.8230756523210623
2022-01-14,COOKIE,5.0,4.992572149425587,0.007427850574413419
2022-01-15,COOKIE,4.0,5.091529570126577,-1.0915295701265766
2022-01-16,COOKIE,3.0,5.0720952327783975,-2.0720952327783975
2022-01-17,COOKIE,3.0,4.35123338930508,-1.3512333893050803
2022-01-18,COOKIE,2.0,5.037395132199071,-3.0373951321990713
2022-01-20,COOKIE,5.0,4.042228605327637,0.9577713946723634
2022-01-21,COOKIE,5.0,4.857876407074293,0.14212359292570742
2022-01-22,COOKIE,6.0,4.956833827776099,1.0431661722239012
2022-01-23,COOKIE,7.0,4.937399490426779,2.0626005095732207
2022-01-24,COOKIE,3.0,4.216537646954542,-1.2165376469545421
2022-01-25,COOKIE,2.0,4.902699389846393,-2.9026993898463926
2022-01-27,COOKIE,6.0,3.9075328629780643,2.0924671370219357
2022-01-28,COOKIE,7.0,4.7231806647243095,2.2768193352756905
2022-01-29,COOKIE,4.0,4.822138085425618,-0.8221380854256184
2022-01-30,COOKIE,4.0,4.802703748078083,-0.8027037480780832
2022-01-31,COOKIE,5.0,4.081841904603997,0.9181580953960031
2022-02-03,COOKIE,3.0,3.936508685229972,-0.9365086852299722
2022-02-04,COOKIE,14.0,4.603132612083736,9.396867387916263
2022-02-05,COOKIE,3.0,4.604568059819407,-1.6045680598194068
2022-02-06,COOKIE,8.0,4.55331759718338,3.44668240281662
2022-02-07,COOKIE,3.0,3.821509424148687,-0.8215094241486871
2022-02-08,COOKIE,7.0,4.467062311534702,2.5329376884652977
2022-02-10,COOKIE,5.0,3.7985406968308157,1.2014593031691843
2022-02-11,COOKIE,9.0,4.465164623684351,4.534835376315649
2022-02-12,COOKIE,5.0,4.4666000714196965,0.5333999285803035
2022-02-13,COOKIE,4.0,4.415349608782736,-0.4153496087827362
2022-02-14,COOKIE,8.0,3.6835414357487677,4.316458564251232
2022-02-15,COOKIE,8.0,4.329094323133476,3.670905676866524
2022-02-17,COOKIE,5.0,3.660572708428612,1.339427291571388
2022-02-18,COOKIE,8.0,4.327196635283627,3.6728033647163727
2022-02-19,COOKIE,12.0,4.328632083019245,7.671367916980755
2022-02-20,COOKIE,8.0,4.277381620382093,3.7226183796179066
2022-02-21,COOKIE,5.0,3.545573447348096,1.454426552651904
2022-02-22,COOKIE,1.0,4.1911263347331245,-3.1911263347331245
2022-02-24,COOKIE,7.0,3.522604720029756,3.477395279970244
2022-02-25,COOKIE,8.0,4.189228646884243,3.810771353115757
2022-02-26,COOKIE,12.0,4.190664094619228,7.809335905380772
2022-02-27,COOKIE,6.0,4.139413631983881,1.8605863680161194
2022-02-28,COOKIE,8.0,3.4076054589489315,4.5923945410510685
2022-03-01,COOKIE,5.0,4.053158346334122,0.9468416536658779
2022-03-02,COOKIE,6.0,3.693639380212589,2.306360619787411
2022-03-03,COOKIE,2.0,3.384636731628925,-1.384636731628925
2022-03-04,COOKIE,7.0,4.05126065848352,2.9487393415164798
2022-03-05,COOKIE,5.0,5.381409701006124,-0.3814097010061239
2022-03-06,COOKIE,2.0,5.225530498814312,-3.2255304988143116
2022-03-07,COOKIE,4.0,4.526180177361236,-0.526180177361236
2022-03-08,COOKIE,10.0,5.0923483716304405,4.9076516283695595
2022-03-09,COOKIE,1.0,4.911986154835103,-3.9119861548351027
2022-03-10,COOKIE,3.0,4.40707169059969,-1.4070716905996896
2022-03-11,COOKIE,3.0,5.418020710807056,-2.418020710807056
2022-03-12,COOKIE,4.0,5.297038402784279,-1.2970384027842794
2022-03-13,COOKIE,7.0,5.141159200592755,1.8588407994072451
2022-03-14,COOKIE,5.0,4.44180887913922,0.5581911208607799
2022-03-15,COOKIE,5.0,5.0079770734103715,-0.00797707341037146
2022-03-17,COOKIE,6.0,4.322700392377825,1.6772996076221753
2022-03-18,COOKIE,9.0,5.333649412585377,3.666350587414623
2022-03-19,COOKIE,1.0,5.212667104562456,-4.212667104562456
2022-03-20,COOKIE,3.0,5.056787902371196,-2.0567879023711964
2022-03-22,COOKIE,3.0,4.923605775186619,-1.9236057751866191
2022-03-23,COOKIE,2.0,4.743243558391904,-2.743243558391904
2022-03-24,COOKIE,2.0,4.238329094157421,-2.2383290941574208
2022-03-25,COOKIE,5.0,5.24927811436119,-0.24927811436119018
2022-03-26,COOKIE,8.0,5.128295806341538,2.871704193658462
2022-03-27,COOKIE,2.0,4.972416604148801,-2.972416604148801
2022-03-28,COOKIE,1.0,4.273066282696877,-3.2730662826968766
2022-03-29,COOKIE,4.0,4.83923447696655,-0.8392344769665501
2022-03-30,COOKIE,4.0,4.658872260172248,-0.6588722601722479
2022-04-01,COOKIE,5.0,5.1649068161403076,-0.16490681614030755
2022-04-02,COOKIE,10.0,5.043924508119737,4.956075491880263
2022-04-04,COOKIE,1.0,3.9762159753951227,-2.9762159753951227
2022-04-05,COOKIE,5.0,4.632463662689717,0.3675363373102831
2022-04-06,COOKIE,2.0,4.218086969924988,-2.218086969924988
2022-04-07,COOKIE,1.0,3.8798684460204047,-2.8798684460204047
2022-04-09,COOKIE,2.0,4.829958433047504,-2.829958433047504
2022-04-10,COOKIE,5.0,4.543483812312236,0.4565161876877637
2022-04-11,COOKIE,8.0,3.8862011936124183,4.113798806387582
2022-04-12,COOKIE,4.0,4.542448880907371,-0.5424488809073713
2022-04-13,COOKIE,5.0,4.128072188144625,0.8719278118553753
2022-04-14,COOKIE,3.0,3.7898536642382066,-0.7898536642382066
2022-04-15,COOKIE,8.0,4.846295432970593,3.153704567029407
2022-04-16,COOKIE,6.0,4.739943651265049,1.2600563487349508
2022-04-17,COOKIE,2.0,4.453469030529893,-2.4534690305298934
2022-04-18,COOKIE,2.0,3.7961864118307993,-1.7961864118307993
2022-04-19,COOKIE,10.0,4.452434099125024,5.547565900874976
2022-04-20,COOKIE,7.0,4.038057406360769,2.9619425936392307
2022-04-21,COOKIE,9.0,3.699838882454622,5.300161117545378
2022-04-22,COOKIE,16.0,4.7562806511868905,11.243719348813109
2022-04-23,COOKIE,11.0,4.649928869482982,6.350071130517018
2022-04-24,COOKIE,5.0,4.363454248746775,0.6365457512532249
2022-04-25,COOKIE,6.0,3.706171630049182,2.293828369950818
2022-04-26,COOKIE,4.0,4.362419317342105,-0.36241931734210464
2022-04-27,COOKIE,4.0,3.9480426245786635,0.051957375421336494
2022-04-28,COOKIE,4.0,3.609824100673995,0.39017589932600494
2022-04-29,COOKIE,5.0,4.66626586940461,0.33373413059539025
