ds,article,y,unit_price
2021-06-04,BAGUETTE,31.0,0.9
2021-06-04,BANETTE,36.0,1.05
2021-06-04,BANETTINE,4.0,0.6
2021-06-04,BOISSON 33CL,1.0,1.5
2021-06-04,BOULE 200G,4.0,1.1
2021-06-04,BOULE 400G,4.0,1.5
2021-06-04,BRIOCHE,3.0,5.0
2021-06-04,CAFE OU EAU,1.0,1.0
2021-06-04,CAMPAGNE,8.0,1.8
2021-06-04,CEREAL BAGUETTE,11.0,1.25
2021-06-04,CHAUSSON AUX POMMES,2.0,1.4
2021-06-04,COMPLET,7.0,1.5
2021-06-04,COOKIE,3.0,1.0
2021-06-04,COUPE,40.0,0.15
2021-06-04,CROISSANT,45.0,1.1
2021-06-04,CROISSANT AMANDES,7.0,1.3999999999999997
2021-06-04,DEMI BAGUETTE,2.0,0.45
2021-06-04,ECLAIR,5.0,2.0
2021-06-04,FICELLE,4.0,0.6
2021-06-04,FINANCIER X5,2.0,3.0
2021-06-04,FORMULE SANDWICH,26.0,6.5
2021-06-04,KOUIGN AMANN,2.0,2.1
2021-06-04,MOISSON,6.0,2.0
2021-06-04,PAIN,3.0,1.15
2021-06-04,PAIN AU CHOCOLAT,42.0,1.2
2021-06-04,PAIN AUX RAISINS,5.0,1.4
2021-06-04,PAIN BANETTE,6.0,1.3999999999999997
2021-06-04,PAIN CHOCO AMANDES,5.0,1.5
2021-06-04,QUIM BREAD,1.0,1.0
2021-06-04,SAND JB EMMENTAL,8.0,3.5
2021-06-04,SANDWICH COMPLET,6.0,4.5
2021-06-04,SEIGLE,3.0,1.8
2021-06-04,SPECIAL BREAD,8.0,2.4
2021-06-04,TARTELETTE,9.0,2.0
2021-06-04,TRADITIONAL BAGUETTE,144.0,1.2
2021-06-05,BAGUETTE,70.0,0.9
2021-06-05,BANETTE,48.0,1.05
2021-06-05,BANETTINE,6.0,0.6
2021-06-05,BOULE 200G,5.0,1.1
2021-06-05,BOULE 400G,7.0,1.5
2021-06-05,BRIOCHE,1.0,5.0
2021-06-05,CAFE OU EAU,5.0,1.0
2021-06-05,CAMPAGNE,4.0,1.8
2021-06-05,CEREAL BAGUETTE,16.0,1.25
2021-06-05,CHAUSSON AUX POMMES,4.0,1.3999999999999997
2021-06-05,COMPLET,8.0,1.5
2021-06-05,COOKIE,5.0,1.0
2021-06-05,COUPE,36.0,0.15
2021-06-05,CROISSANT,72.0,1.1
2021-06-05,CROISSANT AMANDES,8.0,1.4
2021-06-05,DEMI BAGUETTE,2.0,0.45
2021-06-05,ECLAIR,12.0,2.0
2021-06-05,FINANCIER X5,4.0,3.0
2021-06-05,FORMULE SANDWICH,8.0,6.5
2021-06-05,KOUIGN AMANN,4.0,2.1
2021-06-05,MOISSON,5.0,2.0
2021-06-05,PAIN,3.0,1.15
2021-06-05,PAIN AU CHOCOLAT,46.0,1.2
2021-06-05,PAIN AUX RAISINS,5.0,1.4
2021-06-05,PAIN BANETTE,9.0,1.4
2021-06-05,PAIN CHOCO AMANDES,4.0,1.5
2021-06-05,QUIM BREAD,5.0,1.0
2021-06-05,SAND JB EMMENTAL,5.0,3.5
2021-06-05,SEIGLE,2.0,1.8
2021-06-05,SPECIAL BREAD,10.0,2.4
2021-06-05,TARTELETTE,12.0,2.0
2021-06-05,TRADITIONAL BAGUETTE,177.0,1.2
2021-06-06,BAGUETTE,78.0,0.8999999999999999
2021-06-06,BANETTE,46.0,1.05
2021-06-06,BANETTINE,6.0,0.6
2021-06-06,BOISSON 33CL,1.0,1.5
2021-06-06,BOULE 200G,4.0,1.1
2021-06-06,BOULE 400G,15.0,1.5
2021-06-06,BRIOCHE,3.0,5.0
2021-06-06,CAFE OU EAU,2.0,1.0
2021-06-06,CAMPAGNE,6.0,1.8
2021-06-06,CEREAL BAGUETTE,24.0,1.25
2021-06-06,CHAUSSON AUX POMMES,5.0,1.4
2021-06-06,COMPLET,6.0,1.5
2021-06-06,COOKIE,15.0,1.0
2021-06-06,COUPE,51.0,0.15
2021-06-06,CROISSANT,112.0,1.1
2021-06-06,CROISSANT AMANDES,1.0,1.4
2021-06-06,DEMI BAGUETTE,1.0,0.45
2021-06-06,ECLAIR,13.0,2.0
2021-06-06,FICELLE,9.0,0.6
2021-06-06,FINANCIER X5,4.0,3.0
2021-06-06,FORMULE SANDWICH,2.0,6.5
2021-06-06,KOUIGN AMANN,3.0,2.1
2021-06-06,MOISSON,6.0,2.0
2021-06-06,PAIN,5.0,1.15
2021-06-06,PAIN AU CHOCOLAT,93.0,1.2
2021-06-06,PAIN AUX RAISINS,9.0,1.3999999999999997
2021-06-06,PAIN BANETTE,6.0,1.3999999999999997
2021-06-06,PAIN CHOCO AMANDES,4.0,1.5
2021-06-06,QUIM BREAD,4.0,1.0
2021-06-06,SAND JB EMMENTAL,5.0,3.5
2021-06-06,SANDWICH COMPLET,1.0,4.5
2021-06-06,SEIGLE,2.0,1.8
2021-06-06,SPECIAL BREAD,14.0,2.4
2021-06-06,TARTELETTE,21.0,2.0
2021-06-06,TRADITIONAL BAGUETTE,329.0,1.2
2021-06-07,BAGUETTE,28.0,0.9
2021-06-07,BANETTE,30.0,1.05
2021-06-07,BANETTINE,5.0,0.6
2021-06-07,BOISSON 33CL,3.0,1.5
2021-06-07,BOULE 200G,5.0,1.1
2021-06-07,BOULE 400G,8.0,1.5
2021-06-07,BRIOCHE,3.0,5.0
2021-06-07,CAFE OU EAU,2.0,1.0
2021-06-07,CAMPAGNE,4.0,1.8
2021-06-07,CEREAL BAGUETTE,17.0,1.25
2021-06-07,CHAUSSON AUX POMMES,2.0,1.4
2021-06-07,COMPLET,7.0,1.5
2021-06-07,COOKIE,5.0,1.0
2021-06-07,COUPE,29.0,0.15
2021-06-07,CROISSANT,23.0,1.1
2021-06-07,CROISSANT AMANDES,9.0,1.4
2021-06-07,FICELLE,7.0,0.6
2021-06-07,FINANCIER X5,1.0,3.0
2021-06-07,FORMULE SANDWICH,25.0,6.5
2021-06-07,KOUIGN AMANN,3.0,2.1
2021-06-07,MOISSON,5.0,2.0
2021-06-07,PAIN,3.0,1.15
2021-06-07,PAIN AU CHOCOLAT,16.0,1.2
2021-06-07,PAIN AUX RAISINS,6.0,1.4
2021-06-07,PAIN BANETTE,6.0,1.3999999999999997
2021-06-07,PAIN CHOCO AMANDES,6.0,1.5
2021-06-07,QUIM BREAD,6.0,1.0
2021-06-07,SAND JB EMMENTAL,3.0,3.5
2021-06-07,SANDWICH COMPLET,4.0,4.5
2021-06-07,SEIGLE,3.0,1.8
2021-06-07,SPECIAL BREAD,5.0,2.4
2021-06-07,TARTELETTE,1.0,2.0
2021-06-07,TRADITIONAL BAGUETTE,116.0,1.2
2021-06-08,BAGUETTE,29.0,0.9
2021-06-08,BANETTE,30.0,1.05
2021-06-08,BANETTINE,6.0,0.6
2021-06-08,BOISSON 33CL,6.0,1.5
2021-06-08,BOULE 200G,5.0,1.1
2021-06-08,BOULE 400G,5.0,1.5
2021-06-08,BRIOCHE,2.0,5.0
2021-06-08,CAFE OU EAU,9.0,1.0
2021-06-08,CAMPAGNE,3.0,1.8
2021-06-08,CEREAL BAGUETTE,8.0,1.25
2021-06-08,CHAUSSON AUX POMMES,2.0,1.4
2021-06-08,COMPLET,4.0,1.5
2021-06-08,COOKIE,9.0,1.0
2021-06-08,COUPE,24.0,0.15
2021-06-08,CROISSANT,38.0,1.1
2021-06-08,CROISSANT AMANDES,6.0,1.4
2021-06-08,ECLAIR,7.0,2.0
2021-06-08,FICELLE,2.0,0.6
2021-06-08,FINANCIER X5,2.0,3.0
2021-06-08,FORMULE SANDWICH,24.0,6.5
2021-06-08,KOUIGN AMANN,4.0,2.1
2021-06-08,MOISSON,6.0,2.0
2021-06-08,PAIN,4.0,1.15
2021-06-08,PAIN AU CHOCOLAT,30.0,1.2
2021-06-08,PAIN AUX RAISINS,6.0,1.3999999999999997
2021-06-08,PAIN BANETTE,5.0,1.4
2021-06-08,PAIN CHOCO AMANDES,6.0,1.5
2021-06-08,QUIM BREAD,2.0,1.0
2021-06-08,SAND JB EMMENTAL,3.0,3.5
2021-06-08,SANDWICH COMPLET,11.0,4.5
2021-06-08,SEIGLE,2.0,1.8
2021-06-08,SPECIAL BREAD,8.0,2.4
2021-06-08,TARTELETTE,7.0,2.0
2021-06-08,TRADITIONAL BAGUETTE,115.0,1.2
2021-06-09,BAGUETTE,24.0,0.9
2021-06-09,BANETTE,17.0,1.05
2021-06-09,BANETTINE,6.0,0.6
2021-06-09,BOISSON 33CL,7.0,1.5
2021-06-09,BOULE 200G,4.0,1.1
2021-06-09,BOULE 400G,8.0,1.5
2021-06-09,BRIOCHE,1.0,5.0
2021-06-09,CAMPAGNE,1.0,1.8
2021-06-09,CEREAL BAGUETTE,15.0,1.25
2021-06-09,CHAUSSON AUX POMMES,3.0,1.4
2021-06-09,COMPLET,6.0,1.5
2021-06-09,COOKIE,1.0,1.0
2021-06-09,COUPE,24.0,0.15
2021-06-09,CROISSANT,30.0,1.1
2021-06-09,CROISSANT AMANDES,4.0,1.4
2021-06-09,DEMI BAGUETTE,2.0,0.45
2021-06-09,ECLAIR,5.0,2.0
2021-06-09,FICELLE,4.0,0.6
2021-06-09,FINANCIER X5,3.0,3.0
2021-06-09,FORMULE SANDWICH,14.0,6.5
2021-06-09,KOUIGN AMANN,5.0,2.1
2021-06-09,MOISSON,7.0,2.0
2021-06-09,PAIN,4.0,1.15
2021-06-09,PAIN AU CHOCOLAT,34.0,1.2
2021-06-09,PAIN AUX RAISINS,5.0,1.4
2021-06-09,PAIN BANETTE,4.0,1.4
2021-06-09,PAIN CHOCO AMANDES,3.0,1.5
2021-06-09,QUIM BREAD,4.0,1.0
2021-06-09,SAND JB EMMENTAL,6.0,3.5
2021-06-09,SANDWICH COMPLET,9.0,4.5
2021-06-09,SEIGLE,2.0,1.8
2021-06-09,SPECIAL BREAD,7.0,2.4
2021-06-09,TARTELETTE,3.0,2.0
2021-06-09,TRADITIONAL BAGUETTE,104.0,1.2
2021-06-10,BAGUETTE,29.0,0.9
2021-06-10,BANETTE,34.0,1.05
2021-06-10,BOISSON 33CL,2.0,1.5
2021-06-10,BOULE 200G,8.0,1.1
2021-06-10,BOULE 400G,2.0,1.5
2021-06-10,BRIOCHE,1.0,5.0
2021-06-10,CAFE OU EAU,1.0,1.0
2021-06-10,CAMPAGNE,7.0,1.8
2021-06-10,CEREAL BAGUETTE,10.0,1.25
2021-06-10,CHAUSSON AUX POMMES,1.0,1.4
2021-06-10,COMPLET,6.0,1.5
2021-06-10,COOKIE,7.0,1.0
2021-06-10,COUPE,31.0,0.15
2021-06-10,CROISSANT,23.0,1.1
2021-06-10,CROISSANT AMANDES,1.0,1.4
2021-06-10,DEMI BAGUETTE,2.0,0.45
2021-06-10,ECLAIR,3.0,2.0
2021-06-10,FICELLE,9.0,0.6
2021-06-10,FINANCIER X5,1.0,3.0
2021-06-10,FORMULE SANDWICH,16.0,6.5
2021-06-10,KOUIGN AMANN,1.0,2.1
2021-06-10,MOISSON,4.0,2.0
2021-06-10,PAIN,4.0,1.15
2021-06-10,PAIN AU CHOCOLAT,36.0,1.2
2021-06-10,PAIN AUX RAISINS,1.0,1.4
2021-06-10,PAIN BANETTE,4.0,1.4
2021-06-10,PAIN CHOCO AMANDES,1.0,1.5
2021-06-10,QUIM BREAD,1.0,1.0
2021-06-10,SAND JB EMMENTAL,2.0,3.5
2021-06-10,SANDWICH COMPLET,10.0,4.5
2021-06-10,SEIGLE,3.0,1.8
2021-06-10,SPECIAL BREAD,7.0,2.4
2021-06-10,TARTELETTE,4.0,2.0
2021-06-10,TRADITIONAL BAGUETTE,111.0,1.2
2021-06-11,BAGUETTE,22.0,0.8999999999999999
2021-06-11,BANETTE,36.0,1.05
2021-06-11,BANETTINE,3.0,0.6
2021-06-11,BOISSON 33CL,9.0,1.5
2021-06-11,BOULE 200G,6.0,1.1
2021-06-11,BOULE 400G,6.0,1.5
2021-06-11,BRIOCHE,1.0,5.0
2021-06-11,CAFE OU EAU,3.0,1.0
2021-06-11,CAMPAGNE,2.0,1.8
2021-06-11,CEREAL BAGUETTE,11.0,1.25
2021-06-11,COMPLET,5.0,1.5
2021-06-11,COOKIE,3.0,1.0
2021-06-11,COUPE,30.0,0.15
2021-06-11,CROISSANT,40.0,1.1
2021-06-11,CROISSANT AMANDES,2.0,1.4
2021-06-11,DEMI BAGUETTE,1.0,0.45
2021-06-11,ECLAIR,7.0,2.0
2021-06-11,FICELLE,7.0,0.6
2021-06-11,FINANCIER X5,2.0,3.0
2021-06-11,FORMULE SANDWICH,18.0,6.5
2021-06-11,MOISSON,5.0,2.0
2021-06-11,PAIN,3.0,1.15
2021-06-11,PAIN AU CHOCOLAT,32.0,1.2
2021-06-11,PAIN AUX RAISINS,4.0,1.3999999999999997
2021-06-11,PAIN BANETTE,5.0,1.4
2021-06-11,PAIN CHOCO AMANDES,4.0,1.5
2021-06-11,QUIM BREAD,4.0,1.0
2021-06-11,SAND JB EMMENTAL,8.0,3.5
2021-06-11,SANDWICH COMPLET,14.0,4.5
2021-06-11,SEIGLE,2.0,1.8
2021-06-11,SPECIAL BREAD,8.0,2.4
2021-06-11,TARTELETTE,7.0,2.0
2021-06-11,TRADITIONAL BAGUETTE,108.0,1.2
2021-06-12,BAGUETTE,40.0,0.9
2021-06-12,BANETTE,32.0,1.05
2021-06-12,BANETTINE,3.0,0.6
2021-06-12,BOISSON 33CL,4.0,1.5
2021-06-12,BOULE 200G,7.0,1.1
2021-06-12,BOULE 400G,7.0,1.5
2021-06-12,BRIOCHE,3.0,5.0
2021-06-12,CAFE OU EAU,2.0,1.0
2021-06-12,CAMPAGNE,8.0,1.8
2021-06-12,CEREAL BAGUETTE,14.0,1.25
2021-06-12,CHAUSSON AUX POMMES,4.0,1.4
2021-06-12,COMPLET,7.0,1.5
2021-06-12,COOKIE,2.0,1.0
2021-06-12,COUPE,43.0,0.15
2021-06-12,CROISSANT,62.0,1.1
2021-06-12,CROISSANT AMANDES,1.0,1.4
2021-06-12,DEMI BAGUETTE,1.0,0.45
2021-06-12,ECLAIR,3.0,2.0
2021-06-12,FICELLE,8.0,0.6
2021-06-12,FINANCIER X5,7.0,3.0
2021-06-12,FORMULE SANDWICH,8.0,6.5
2021-06-12,KOUIGN AMANN,6.0,2.1
2021-06-12,MOISSON,5.0,2.0
2021-06-12,PAIN,6.0,1.15
2021-06-12,PAIN AU CHOCOLAT,67.0,1.2
2021-06-12,PAIN AUX RAISINS,10.0,1.3999999999999997
2021-06-12,PAIN BANETTE,3.0,1.3999999999999997
2021-06-12,PAIN CHOCO AMANDES,5.0,1.5
2021-06-12,SAND JB EMMENTAL,1.0,3.5
2021-06-12,SANDWICH COMPLET,3.0,4.5
2021-06-12,SPECIAL BREAD,9.0,2.4
2021-06-12,TARTELETTE,1.0,2.0
2021-06-12,TRADITIONAL BAGUETTE,223.0,1.2
2021-06-13,BAGUETTE,54.0,0.9
2021-06-13,BANETTE,48.0,1.05
2021-06-13,BANETTINE,5.0,0.6
2021-06-13,BOISSON 33CL,2.0,1.5
2021-06-13,BOULE 200G,7.0,1.1
2021-06-13,BOULE 400G,15.0,1.5
2021-06-13,BRIOCHE,5.0,5.0
2021-06-13,CAFE OU EAU,2.0,1.0
2021-06-13,CAMPAGNE,10.0,1.8
2021-06-13,CEREAL BAGUETTE,24.0,1.25
2021-06-13,CHAUSSON AUX POMMES,2.0,1.4
2021-06-13,COMPLET,10.0,1.5
2021-06-13,COOKIE,11.0,1.0
2021-06-13,COUPE,68.0,0.15
2021-06-13,CROISSANT,110.0,1.1
2021-06-13,CROISSANT AMANDES,4.0,1.3999999999999997
2021-06-13,DEMI BAGUETTE,2.0,0.45
2021-06-13,ECLAIR,7.0,2.0
2021-06-13,FICELLE,12.0,0.6
2021-06-13,FINANCIER X5,3.0,3.0
2021-06-13,KOUIGN AMANN,1.0,2.1
2021-06-13,MOISSON,8.0,2.0
2021-06-13,PAIN,5.0,1.15
2021-06-13,PAIN AU CHOCOLAT,112.0,1.2
2021-06-13,PAIN AUX RAISINS,8.0,1.4
2021-06-13,PAIN BANETTE,5.0,1.4
2021-06-13,QUIM BREAD,5.0,1.0
2021-06-13,SAND JB EMMENTAL,1.0,3.5
2021-06-13,SEIGLE,4.0,1.8
2021-06-13,SPECIAL BREAD,15.0,2.4
2021-06-13,TARTELETTE,18.0,2.0
2021-06-13,TRADITIONAL BAGUETTE,379.0,1.2
2021-06-14,BAGUETTE,39.0,0.9
2021-06-14,BANETTE,33.0,1.05
2021-06-14,BANETTINE,8.0,0.6
2021-06-14,BOISSON 33CL,4.0,1.5
2021-06-14,BOULE 200G,8.0,1.1
2021-06-14,BOULE 400G,8.0,1.5
2021-06-14,CAFE OU EAU,3.0,1.0
2021-06-14,CAMPAGNE,8.0,1.8
2021-06-14,CEREAL BAGUETTE,20.0,1.25
2021-06-14,CHAUSSON AUX POMMES,1.0,1.4
2021-06-14,COMPLET,6.0,1.5
2021-06-14,COOKIE,2.0,1.0
2021-06-14,COUPE,39.0,0.15
2021-06-14,CROISSANT,27.0,1.1
2021-06-14,CROISSANT AMANDES,6.0,1.4
2021-06-14,DEMI BAGUETTE,1.0,0.45
2021-06-14,FICELLE,10.0,0.6
2021-06-14,FINANCIER X5,3.0,3.0
2021-06-14,FORMULE SANDWICH,21.0,6.5
2021-06-14,KOUIGN AMANN,2.0,2.1
2021-06-14,MOISSON,5.0,2.0
2021-06-14,PAIN,5.0,1.15
2021-06-14,PAIN AU CHOCOLAT,28.0,1.2
2021-06-14,PAIN AUX RAISINS,5.0,1.3999999999999997
2021-06-14,PAIN BANETTE,6.0,1.4
2021-06-14,QUIM BREAD,3.0,1.0
2021-06-14,SAND JB EMMENTAL,8.0,3.5
2021-06-14,SANDWICH COMPLET,5.0,4.5
2021-06-14,SEIGLE,1.0,1.8
2021-06-14,SPECIAL BREAD,9.0,2.4
2021-06-14,TRADITIONAL BAGUETTE,135.0,1.2
2021-06-15,BAGUETTE,19.0,0.8999999999999999
2021-06-15,BANETTE,34.0,1.05
2021-06-15,BANETTINE,5.0,0.6
2021-06-15,BOISSON 33CL,10.0,1.5
2021-06-15,BOULE 200G,5.0,1.1
2021-06-15,BOULE 400G,5.0,1.5
2021-06-15,BRIOCHE,3.0,5.0
2021-06-15,CAFE OU EAU,8.0,1.0
2021-06-15,CAMPAGNE,5.0,1.8
2021-06-15,CEREAL BAGUETTE,14.0,1.25
2021-06-15,CHAUSSON AUX POMMES,6.0,1.4
2021-06-15,COMPLET,8.0,1.5
2021-06-15,COOKIE,11.0,1.0
2021-06-15,COUPE,31.0,0.15
2021-06-15,CROISSANT,32.0,1.1
2021-06-15,CROISSANT AMANDES,4.0,1.3999999999999997
2021-06-15,DEMI BAGUETTE,3.0,0.45
2021-06-15,ECLAIR,2.0,2.0
2021-06-15,FICELLE,8.0,0.6
2021-06-15,FINANCIER X5,4.0,3.0
2021-06-15,FORMULE SANDWICH,17.0,6.5
2021-06-15,KOUIGN AMANN,3.0,2.1
2021-06-15,MOISSON,5.0,2.0
2021-06-15,PAIN,6.0,1.15
2021-06-15,PAIN AU CHOCOLAT,30.0,1.2
2021-06-15,PAIN AUX RAISINS,5.0,1.4
2021-06-15,SAND JB EMMENTAL,7.0,3.5
2021-06-15,SANDWICH COMPLET,13.0,4.5
2021-06-15,SEIGLE,2.0,1.8
2021-06-15,SPECIAL BREAD,8.0,2.4
2021-06-15,TARTELETTE,1.0,2.0
2021-06-15,TRADITIONAL BAGUETTE,112.0,1.2
2021-06-16,BAGUETTE,22.0,0.9
2021-06-16,BANETTE,30.0,1.05
2021-06-16,BANETTINE,3.0,0.6
2021-06-16,BOISSON 33CL,5.0,1.5
2021-06-16,BOULE 200G,5.0,1.1
2021-06-16,BOULE 400G,6.0,1.5
2021-06-16,BRIOCHE,2.0,5.0
2021-06-16,CAFE OU EAU,2.0,1.0
2021-06-16,CAMPAGNE,7.0,1.8
2021-06-16,CEREAL BAGUETTE,7.0,1.25
2021-06-16,CHAUSSON AUX POMMES,4.0,1.3999999999999997
2021-06-16,COMPLET,4.0,1.5
2021-06-16,COOKIE,10.0,1.0
2021-06-16,COUPE,28.0,0.15
2021-06-16,CROISSANT,38.0,1.1
2021-06-16,CROISSANT AMANDES,6.0,1.4
2021-06-16,DEMI BAGUETTE,3.0,0.45
2021-06-16,ECLAIR,3.0,2.0
2021-06-16,FICELLE,8.0,0.6
2021-06-16,FORMULE SANDWICH,17.0,6.5
2021-06-16,MOISSON,5.0,2.0
2021-06-16,PAIN,2.0,1.15
2021-06-16,PAIN AU CHOCOLAT,21.0,1.2
2021-06-16,PAIN AUX RAISINS,4.0,1.4
2021-06-16,PAIN BANETTE,5.0,1.4
2021-06-16,QUIM BREAD,6.0,1.0
2021-06-16,SAND JB EMMENTAL,2.0,3.5
2021-06-16,SANDWICH COMPLET,8.0,4.5
2021-06-16,SEIGLE,2.0,1.8
2021-06-16,SPECIAL BREAD,6.0,2.4
2021-06-16,TARTELETTE,4.0,2.0
2021-06-16,TRADITIONAL BAGUETTE,136.0,1.2
2021-06-17,BAGUETTE,28.0,0.9
2021-06-17,BANETTE,30.0,1.05
2021-06-17,BANETTINE,3.0,0.6
2021-06-17,BOISSON 33CL,1.0,1.5
2021-06-17,BOULE 200G,6.0,1.1
2021-06-17,BOULE 400G,8.0,1.5
2021-06-17,BRIOCHE,1.0,5.0
2021-06-17,CAFE OU EAU,3.0,1.0
2021-06-17,CAMPAGNE,3.0,1.8
2021-06-17,CEREAL BAGUETTE,12.0,1.25
2021-06-17,COMPLET,3.0,1.5
2021-06-17,COOKIE,6.0,1.0
2021-06-17,COUPE,25.0,0.15
2021-06-17,CROISSANT,17.0,1.1
2021-06-17,CROISSANT AMANDES,9.0,1.4
2021-06-17,DEMI BAGUETTE,3.0,0.45
2021-06-17,ECLAIR,4.0,2.0
2021-06-17,FICELLE,6.0,0.6
2021-06-17,FINANCIER X5,1.0,3.0
2021-06-17,FORMULE SANDWICH,13.0,6.5
2021-06-17,KOUIGN AMANN,2.0,2.1
2021-06-17,MOISSON,5.0,2.0
2021-06-17,PAIN,5.0,1.15
2021-06-17,PAIN AU CHOCOLAT,23.0,1.2
2021-06-17,PAIN AUX RAISINS,3.0,1.4
2021-06-17,PAIN BANETTE,1.0,1.4
2021-06-17,QUIM BREAD,5.0,1.0
2021-06-17,SAND JB EMMENTAL,1.0,3.5
2021-06-17,SANDWICH COMPLET,9.0,4.5
2021-06-17,SEIGLE,3.0,1.8
2021-06-17,SPECIAL BREAD,5.0,2.4
2021-06-17,TARTELETTE,2.0,2.0
2021-06-17,TRADITIONAL BAGUETTE,110.0,1.2
2021-06-18,BAGUETTE,26.0,0.9000000000000001
2021-06-18,BANETTE,33.0,1.05
2021-06-18,BANETTINE,7.0,0.6
2021-06-18,BOISSON 33CL,1.0,1.5
2021-06-18,BOULE 200G,8.0,1.1
2021-06-18,BOULE 400G,6.0,1.5
2021-06-18,CAMPAGNE,6.0,1.8
2021-06-18,CEREAL BAGUETTE,13.0,1.25
2021-06-18,CHAUSSON AUX POMMES,3.0,1.4
2021-06-18,COMPLET,7.0,1.5
2021-06-18,COOKIE,11.0,1.0
2021-06-18,COUPE,36.0,0.15
2021-06-18,CROISSANT,27.0,1.1
2021-06-18,CROISSANT AMANDES,5.0,1.3999999999999997
2021-06-18,DEMI BAGUETTE,1.0,0.45
2021-06-18,FICELLE,8.0,0.6
2021-06-18,FINANCIER X5,3.0,3.0
2021-06-18,FORMULE SANDWICH,12.0,6.5
2021-06-18,KOUIGN AMANN,4.0,2.1
2021-06-18,MOISSON,2.0,2.0
2021-06-18,PAIN,5.0,1.15
2021-06-18,PAIN AU CHOCOLAT,20.0,1.2
2021-06-18,PAIN AUX RAISINS,5.0,1.3999999999999997
2021-06-18,PAIN BANETTE,5.0,1.4
2021-06-18,QUIM BREAD,2.0,1.0
2021-06-18,SAND JB EMMENTAL,4.0,3.5
2021-06-18,SANDWICH COMPLET,6.0,4.5
2021-06-18,SEIGLE,3.0,1.8
2021-06-18,SPECIAL BREAD,6.0,2.4
2021-06-18,TARTELETTE,9.0,2.0
2021-06-18,TRADITIONAL BAGUETTE,121.0,1.2
2021-06-19,BAGUETTE,50.0,0.9
2021-06-19,BANETTE,42.0,1.05
2021-06-19,BANETTINE,2.0,0.6
2021-06-19,BOULE 200G,6.0,1.1
2021-06-19,BOULE 400G,3.0,1.5
2021-06-19,BRIOCHE,3.0,5.0
2021-06-19,CAFE OU EAU,6.0,1.0
2021-06-19,CAMPAGNE,10.0,1.8
2021-06-19,CEREAL BAGUETTE,26.0,1.25
2021-06-19,CHAUSSON AUX POMMES,3.0,1.3999999999999997
2021-06-19,COMPLET,5.0,1.5
2021-06-19,COOKIE,2.0,1.0
2021-06-19,COUPE,51.0,0.15
2021-06-19,CROISSANT,46.0,1.1
2021-06-19,CROISSANT AMANDES,11.0,1.4
2021-06-19,DEMI BAGUETTE,1.0,0.45
2021-06-19,ECLAIR,5.0,2.0
2021-06-19,FICELLE,8.0,0.6
2021-06-19,FINANCIER X5,1.0,3.0
2021-06-19,FORMULE SANDWICH,4.0,6.5
2021-06-19,KOUIGN AMANN,4.0,2.1
2021-06-19,MOISSON,7.0,2.0
2021-06-19,PAIN,4.0,1.15
2021-06-19,PAIN AU CHOCOLAT,46.0,1.2
2021-06-19,PAIN AUX RAISINS,6.0,1.3999999999999997
2021-06-19,PAIN BANETTE,6.0,1.3999999999999997
2021-06-19,QUIM BREAD,3.0,1.0
2021-06-19,SAND JB EMMENTAL,2.0,3.5
2021-06-19,SANDWICH COMPLET,4.0,4.5
2021-06-19,SEIGLE,3.0,1.8
2021-06-19,SPECIAL BREAD,9.0,2.4
2021-06-19,TARTELETTE,4.0,2.0
2021-06-19,TRADITIONAL BAGUETTE,213.0,1.2
2021-06-20,BAGUETTE,60.0,0.8999999999999999
2021-06-20,BANETTE,48.0,1.05
2021-06-20,BANETTINE,8.0,0.6
2021-06-20,BOISSON 33CL,2.0,1.5
2021-06-20,BOULE 200G,12.0,1.1
2021-06-20,BOULE 400G,12.0,1.5
2021-06-20,BRIOCHE,3.0,5.0
2021-06-20,CAMPAGNE,10.0,1.7999999999999998
2021-06-20,CEREAL BAGUETTE,26.0,1.25
2021-06-20,CHAUSSON AUX POMMES,5.0,1.3999999999999997
2021-06-20,COMPLET,8.0,1.5
2021-06-20,COOKIE,9.0,1.0
2021-06-20,COUPE,63.0,0.15
2021-06-20,CROISSANT,120.0,1.1
2021-06-20,CROISSANT AMANDES,4.0,1.3999999999999997
2021-06-20,DEMI BAGUETTE,3.0,0.45
2021-06-20,ECLAIR,12.0,2.0
2021-06-20,FICELLE,10.0,0.6
2021-06-20,FINANCIER X5,3.0,3.0
2021-06-20,KOUIGN AMANN,10.0,2.1
2021-06-20,MOISSON,6.0,2.0
2021-06-20,PAIN,3.0,1.15
2021-06-20,PAIN AU CHOCOLAT,86.0,1.2
2021-06-20,PAIN AUX RAISINS,6.0,1.3999999999999997
2021-06-20,PAIN BANETTE,6.0,1.3999999999999997
2021-06-20,QUIM BREAD,6.0,1.0
2021-06-20,SEIGLE,1.0,1.8
2021-06-20,SPECIAL BREAD,10.0,2.4
2021-06-20,TARTELETTE,25.0,2.0
2021-06-20,TRADITIONAL BAGUETTE,324.0,1.2
2021-06-21,BAGUETTE,38.0,0.9
2021-06-21,BANETTE,29.0,1.05
2021-06-21,BANETTINE,5.0,0.6
2021-06-21,BOISSON 33CL,1.0,1.5
2021-06-21,BOULE 200G,7.0,1.1
2021-06-21,BOULE 400G,8.0,1.5
2021-06-21,CAMPAGNE,6.0,1.8
2021-06-21,CEREAL BAGUETTE,16.0,1.25
